codec,rate_label,sample_rate,seed,theta_cents,f1_nominal,f2_nominal,reference_label,rep,f1_hat_coded,f2_hat_coded,f1_hat_uncoded,f2_hat_uncoded,f1_crosscheck_coded,f2_crosscheck_coded,disagreement_f1_cents,disagreement_f2_cents,octave_flag,interval_coded_cents,interval_uncoded_cents,residual_coded_cents,residual_uncoded_cents,abs_residual_f2_coded_cents,abs_residual_f2_uncoded_cents
encodec_swap_encodec_ftm_flat_s0|encodec_24khz,3.0kbps,24000,20260826,0.0,445.1126,445.1126,445.1Hz_+20.0c,0,442.92464657957674,442.64178002122145,445.11259765178704,445.1125976475174,442.92464657957674,442.64178002122145,0.0,0.0,0,-1.105977415384738,-1.6606370790265953e-08,-1.105977415384738,-1.6606370790265953e-08,-9.63685185420216,-9.1498149095795e-06
encodec_swap_encodec_ftm_flat_s0|encodec_24khz,3.0kbps,24000,20260826,0.0,445.1126,445.1126,445.1Hz_+20.0c,1,443.03851251677565,443.1939228753348,445.1125976521597,445.11259766321695,443.03851251677565,443.1939228753348,0.0,0.0,0,0.6071809072392461,4.300638522436155e-08,0.6071809072392461,4.300638522436155e-08,-7.478689500498332,-9.088752730886857e-06
encodec_swap_encodec_ftm_flat_s0|encodec_24khz,3.0kbps,24000,20260826,0.0,445.1126,445.1126,445.1Hz_+20.0c,2,443.40408962515306,443.158173325333,445.11259765218745,445.11259766348206,443.40408962515306,443.158173325333,0.0,0.0,0,-0.9604259061761036,4.392974087979798e-08,-0.9604259061761036,4.392974087979798e-08,-7.6183424409060105,-9.087721547889865e-06
encodec_swap_encodec_ftm_flat_s0|encodec_24khz,3.0kbps,24000,20260826,0.0,445.1126,445.1126,445.1Hz_+20.0c,3,443.20396254154326,443.4379483362698,445.1125976500307,445.1125976485616,443.20396254154326,443.4379483362698,0.0,0.0,0,0.9137492357683132,-5.714079991924251e-09,0.9137492357683132,-5.714079991924251e-09,-6.525723086376818,-9.145753797642095e-06
encodec_swap_encodec_ftm_flat_s0|encodec_24khz,3.0kbps,24000,20260826,0.0,445.1126,445.1126,445.1Hz_+20.0c,4,442.9520480692025,443.4900956079515,445.11259765135327,445.1125976546643,442.9520480692025,443.4900956079515,0.0,0.0,0,2.1016291703527714,1.2877774545288073e-08,2.1016291703527714,1.2877774545288073e-08,-6.322145957382674,-9.122017752562727e-06
encodec_swap_encodec_ftm_flat_s0|encodec_24khz,3.0kbps,24000,20260826,0.0,447.6911,447.6911,447.7Hz_+30.0c,0,445.2328498593767,444.53110192840523,447.6910991997714,447.69109921024614,445.2328498593767,444.53110192840523,0.0,0.0,0,-2.7308145298966813,4.050617490672439e-08,-2.7308145298966813,4.050617490672439e-08,-12.263131581431434,-3.054000370771108e-06
encodec_swap_encodec_ftm_flat_s0|encodec_24khz,3.0kbps,24000,20260826,0.0,447.6911,447.6911,447.7Hz_+30.0c,1,444.8938082612708,444.4301504864464,447.69109920667745,447.6910991948138,444.8938082612708,444.4301504864464,0.0,0.0,0,-1.8051918914896992,-4.587716792116237e-08,-1.8051918914896992,-4.587716792116237e-08,-12.656333363619481,-3.11367770797081e-06
encodec_swap_encodec_ftm_flat_s0|encodec_24khz,3.0kbps,24000,20260826,0.0,447.6911,447.6911,447.7Hz_+30.0c,2,444.73909743293046,444.3143638269087,447.6910992027063,447.6910991975353,444.73909743293046,444.3143638269087,0.0,0.0,0,-1.6541487514748137,-1.9996300785168806e-08,-1.6541487514748137,-1.9996300785168806e-08,-13.10742770023728,-3.1031534908589306e-06
encodec_swap_encodec_ftm_flat_s0|encodec_24khz,3.0kbps,24000,20260826,0.0,447.6911,447.6911,447.7Hz_+30.0c,3,444.72914456632964,443.5789479347212,447.6910991960815,447.6910992133226,444.72914456632964,443.5789479347212,0.0,0.0,0,-4.4832658880177725,6.667189072613485e-08,-4.4832658880177725,6.667189072613485e-08,-15.975288753049169,-3.0421036135373542e-06
encodec_swap_encodec_ftm_flat_s0|encodec_24khz,3.0kbps,24000,20260826,0.0,447.6911,447.6911,447.7Hz_+30.0c,4,444.6600994185622,444.3197009927603,447.69109918989733,447.6910991981745,444.6600994185622,444.3197009927603,0.0,0.0,0,-1.3258104931644907,3.2007996940522e-08,-1.3258104931644907,3.2007996940522e-08,-13.086632001279076,-3.1006817269641583e-06
