lang,group,file,gender,voiced_frames,f0_err_cents,lsd_db
yue_hant_hk,tone,10245144904171409267.wav,MALE,695,14.69598498779462,9.93732012204005
yue_hant_hk,tone,10267831357374546510.wav,FEMALE,9,29.847459893187686,9.252895831625384
yue_hant_hk,tone,10272142374484731068.wav,FEMALE,3,15.383646343292718,9.34808388839909
yue_hant_hk,tone,10290330502468725083.wav,MALE,574,14.560879414151024,9.790668345095266
yue_hant_hk,tone,10295916416848496368.wav,MALE,562,15.921097820004967,9.770295726535753
yue_hant_hk,tone,10311047307549015770.wav,MALE,959,15.8222415220588,9.847442267355731
yue_hant_hk,tone,10355037012986784156.wav,FEMALE,588,12.042893642297594,10.019166257186994
yue_hant_hk,tone,10369938180946786889.wav,FEMALE,353,15.147511463136812,10.000792796392137
yue_hant_hk,tone,10372767518753465093.wav,FEMALE,396,19.849778067403786,9.924728225053318
yue_hant_hk,tone,10420293471186542716.wav,FEMALE,613,13.072776789956071,10.224407466512723
yue_hant_hk,tone,10431920045158933966.wav,FEMALE,772,14.04344413982901,10.051572399761932
yue_hant_hk,tone,10435128854326771128.wav,FEMALE,590,18.01932668746965,10.171344733569885
yue_hant_hk,tone,10454356997801808162.wav,FEMALE,199,15.93015274438058,9.418781547742515
yue_hant_hk,tone,10458224867818168950.wav,FEMALE,431,11.685752616409594,9.524013766971592
yue_hant_hk,tone,10468050702869876303.wav,FEMALE,693,15.933944874155287,9.681925659310622
yue_hant_hk,tone,1048004768310451066.wav,FEMALE,910,16.184879887773764,10.182771733586515
yue_hant_hk,tone,10482556311900971686.wav,FEMALE,576,16.98795383531039,10.118257202225854
yue_hant_hk,tone,10492620775270248441.wav,MALE,742,12.878918326587554,9.795307519415058
