lang,group,file,gender,voiced_frames,f0_err_cents,lsd_db
vi_vn,tone,10057024225045006889.wav,MALE,524,16.57743498899835,11.473278723543771
vi_vn,tone,10072308967409148015.wav,MALE,0,nan,12.564280133355922
vi_vn,tone,10078277432407694754.wav,MALE,459,15.846202980987867,11.558927685849147
vi_vn,tone,10093159547857080890.wav,MALE,599,15.39683672235904,11.721166064993437
vi_vn,tone,1015279164912843543.wav,MALE,722,13.052965223088409,11.683417425618531
vi_vn,tone,1015563747297542961.wav,MALE,773,15.92926199238817,12.07933915260846
vi_vn,tone,10169179696365895477.wav,MALE,583,12.495743829069363,11.635439242853863
vi_vn,tone,10185666587391780903.wav,MALE,481,15.752386964780513,11.522895658259626
vi_vn,tone,10188670312101823236.wav,MALE,1294,15.424512870405753,12.17139626951252
vi_vn,tone,1020360004532126324.wav,MALE,950,14.690684597340287,12.237434682904984
vi_vn,tone,10205789067921017036.wav,MALE,400,17.626019245109944,12.124355476143005
vi_vn,tone,10241630228065064831.wav,MALE,923,16.448919732905704,12.796527659077062
vi_vn,tone,10259306006333604242.wav,MALE,164,20.997318681475377,11.423769498255956
vi_vn,tone,10259532564282505455.wav,MALE,1030,22.12687375899185,11.998244452172703
vi_vn,tone,10315066330134186872.wav,MALE,779,15.960691558602175,11.46260478428395
vi_vn,tone,10342739006640083455.wav,MALE,647,14.219319752261686,11.353269530177691
vi_vn,tone,10348723993292846786.wav,MALE,0,nan,18.033195837485113
vi_vn,tone,103677662251086347.wav,MALE,581,15.82256198265173,11.683746710750018
vi_vn,tone,1036876241637854415.wav,MALE,13,9.755329267369754,17.59446082981672
vi_vn,tone,10402105561395439139.wav,MALE,683,13.562334571242127,11.644398078852076
vi_vn,tone,10449380600207928518.wav,MALE,1050,14.45328852232297,11.683512570371155
vi_vn,tone,10453290072265880595.wav,MALE,8,9.402545091904104,15.029371958743948
vi_vn,tone,10458632275226443935.wav,MALE,0,nan,18.57276710885006
vi_vn,tone,10473837320520117918.wav,MALE,1046,20.578330533620427,12.282393195024362
vi_vn,tone,10531082783264670622.wav,MALE,945,14.128878431196277,12.007560595043932
vi_vn,tone,10531614475822620460.wav,MALE,980,12.656522992851395,11.664631734347624
vi_vn,tone,10578217408292407263.wav,MALE,315,13.022132384805513,11.793213684633645
vi_vn,tone,10618648079469862393.wav,MALE,1477,18.62554946127743,12.70493400400908
vi_vn,tone,10631977326382455765.wav,MALE,716,14.585195088663689,11.893209118238548
vi_vn,tone,1064415134029413807.wav,MALE,1080,12.990271364530233,11.655799898071196
vi_vn,tone,10671728061564401646.wav,MALE,951,18.657976843097686,12.171079280062797
vi_vn,tone,10684685439757401963.wav,MALE,1707,17.46807941054457,11.459760561187265
vi_vn,tone,10749275134331213732.wav,MALE,163,12.642679917173382,11.253887622614572
vi_vn,tone,1075070731814204468.wav,MALE,492,13.41523792251196,11.549678970001388
vi_vn,tone,10751146797584417593.wav,MALE,344,13.025670372781155,11.203123779287154
vi_vn,tone,10751579734990864351.wav,MALE,10,9.94682730125476,15.365594527578386
vi_vn,tone,10751907101173251895.wav,MALE,434,14.683179531521608,11.821360470067244
vi_vn,tone,10810237292880731030.wav,MALE,184,15.165622203168486,12.56730159925792
vi_vn,tone,10821239110381895043.wav,MALE,577,19.215475985196086,11.72450312035006
vi_vn,tone,10826204555500854553.wav,MALE,458,23.11015386651428,11.55303464296375
vi_vn,tone,10828838602453417649.wav,MALE,52,19.304427725419888,12.5107483403705
vi_vn,tone,10865708684535274985.wav,MALE,1920,16.753145720342726,11.685955357244614
vi_vn,tone,1088021197531323436.wav,MALE,450,15.789838961357127,11.4097980016136
vi_vn,tone,10934091967051776880.wav,MALE,624,14.552381841602228,11.56146991191897
vi_vn,tone,10945777525729584175.wav,MALE,0,nan,18.559273136185148
vi_vn,tone,10970996098314274277.wav,MALE,125,12.056100642848246,11.447534611296923
vi_vn,tone,11041422100213829777.wav,MALE,317,15.60919247985479,11.30673457039206
vi_vn,tone,1104537856130539646.wav,MALE,1116,19.43800204727678,11.911515482357709
vi_vn,tone,11052182461166299983.wav,MALE,814,16.461316413210184,11.625284109006104
vi_vn,tone,1106781061019781398.wav,MALE,751,14.607514941224181,11.30506458147081
vi_vn,tone,11073115628039396251.wav,MALE,417,15.330006166907094,12.088409316763215
vi_vn,tone,11087041613949188337.wav,MALE,949,14.042178780419102,11.467098622675097
vi_vn,tone,11098060233367360519.wav,MALE,417,15.82654170670576,11.465351400911892
vi_vn,tone,11100003200392992335.wav,MALE,519,18.20138699619274,11.652289885836854
vi_vn,tone,11139384777781065720.wav,MALE,112,10.20093765630556,10.919446300924339
vi_vn,tone,11158540918299428613.wav,MALE,190,12.714389690787353,12.05580044750946
vi_vn,tone,11163757285628566794.wav,MALE,790,14.919480316188778,11.430469024829126
vi_vn,tone,11166288458925932654.wav,MALE,314,10.78001721402198,11.683691572838597
vi_vn,tone,11192011819506936629.wav,MALE,63,14.670415597372958,13.375434727784752
vi_vn,tone,11223416143121672391.wav,MALE,1285,15.011078853863125,11.854209264899282
vi_vn,tone,11230248186415430036.wav,MALE,369,13.112650122473632,11.463376218234082
vi_vn,tone,11236451878010754409.wav,MALE,568,14.032621865920202,11.569588311665886
vi_vn,tone,11253569361880612464.wav,MALE,881,18.95278967820845,11.756806876515121
vi_vn,tone,11294540912606279849.wav,MALE,525,14.176281136440236,11.569187859735221
vi_vn,tone,11315518524428693646.wav,MALE,469,15.474066318084189,11.539771900098955
vi_vn,tone,11316625460955163618.wav,MALE,12,16.749615102058346,18.677078960786393
vi_vn,tone,11330537985623646875.wav,MALE,637,16.553765031542945,11.955453908597907
vi_vn,tone,11341242076987383094.wav,MALE,994,19.373865910338605,12.384225521806961
vi_vn,tone,11421402177781552960.wav,MALE,719,17.204167820577567,11.508115553787565
vi_vn,tone,11450293425955231943.wav,MALE,712,19.61390458772503,11.767821905593667
vi_vn,tone,11453780126561418607.wav,MALE,433,14.225151953679568,11.659722455610835
vi_vn,tone,11453833847884158456.wav,MALE,475,15.869319485618618,11.592883939474975
vi_vn,tone,11456470895740119515.wav,MALE,607,15.281198696408516,11.448883931842518
vi_vn,tone,11460046455704242163.wav,MALE,862,15.989149133911127,12.730679969791115
vi_vn,tone,11489843034381096521.wav,MALE,929,14.639871716392257,12.252380457976164
vi_vn,tone,11538048669768928262.wav,MALE,600,15.764620555329945,11.60902253427686
vi_vn,tone,11550947945546712731.wav,MALE,594,15.979041058887368,11.573114063018645
