codec,rate_label,sample_rate,stimulus,reference_hz,delta_cents,rep,f_in_hz,k,f_k_hz,peak_shift_cents,in_peak_cents,width_cents,zero_level_db,grid_level_db,second_cents,second_level_db,est8_cents,est2_cents
encodec,1.5kbps,24000,tone,110.0,40.0,1,112.5711,11,1238.282,100.0175,0.0007,0.846,-17.395,-25.458,51.067,-9.876,2.1382,0.5261
encodec,1.5kbps,24000,tone,110.0,40.0,1,112.5711,12,1350.854,-49.5573,-0.0005,3.109,-19.224,-24.929,-1.223,-17.314,2.1382,0.5261
encodec,1.5kbps,24000,tone,110.0,40.0,2,112.5711,1,112.571,0.736,0.0064,24.627,-0.013,-21.358,nan,nan,0.5072,0.7079
encodec,1.5kbps,24000,tone,110.0,40.0,2,112.5711,2,225.142,0.9227,-0.004,12.664,-0.055,-28.757,-18.867,-17.267,0.5072,0.7079
encodec,1.5kbps,24000,tone,110.0,40.0,2,112.5711,3,337.713,1.265,-0.0005,7.855,-0.31,-32.499,-11.41,-9.963,0.5072,0.7079
encodec,1.5kbps,24000,tone,110.0,40.0,2,112.5711,4,450.285,0.1983,0.0012,5.807,-0.016,-16.84,-8.931,-5.524,0.5072,0.7079
encodec,1.5kbps,24000,tone,110.0,40.0,2,112.5711,5,562.856,1.3544,-0.0019,4.431,-1.162,-19.48,-5.962,-3.001,0.5072,0.7079
encodec,1.5kbps,24000,tone,110.0,40.0,2,112.5711,6,675.427,-100.0364,-0.0005,2.484,-16.941,-25.047,92.976,-2.071,0.5072,0.7079
encodec,1.5kbps,24000,tone,110.0,40.0,2,112.5711,7,787.998,0.2522,0.0005,3.218,-0.076,-17.52,-85.984,-3.228,0.5072,0.7079
encodec,1.5kbps,24000,tone,110.0,40.0,2,112.5711,8,900.569,67.4719,0.0012,3.259,-9.416,-21.139,-75.611,-3.311,0.5072,0.7079
encodec,1.5kbps,24000,tone,110.0,40.0,2,112.5711,9,1013.14,-1.2147,-0.0005,2.975,-2.148,-9.31,62.915,-1.623,0.5072,0.7079
encodec,1.5kbps,24000,tone,110.0,40.0,2,112.5711,10,1125.711,-60.7202,0.0002,2.516,-7.423,-19.886,-1.27,-4.285,0.5072,0.7079
encodec,1.5kbps,24000,tone,110.0,40.0,2,112.5711,11,1238.282,-54.508,0.0007,2.014,-1.874,-20.442,-0.844,-0.828,0.5072,0.7079
encodec,1.5kbps,24000,tone,110.0,40.0,2,112.5711,12,1350.854,47.907,-0.0005,5.167,-10.363,-27.308,92.475,-1.775,0.5072,0.7079
encodec,1.5kbps,24000,tone,220.0,-40.0,0,214.9752,1,214.975,-0.1719,0.0045,13.088,-0.0,-26.931,nan,nan,17.6213,-0.1238
encodec,1.5kbps,24000,tone,220.0,-40.0,0,214.9752,2,429.95,0.0104,-0.001,6.636,0.0,-8.882,40.28,-8.859,17.6213,-0.1238
encodec,1.5kbps,24000,tone,220.0,-40.0,0,214.9752,3,644.926,27.1012,0.0008,4.657,-8.39,-5.244,39.95,-2.234,17.6213,-0.1238
encodec,1.5kbps,24000,tone,220.0,-40.0,0,214.9752,4,859.901,51.9088,-0.001,4.249,-15.886,-17.189,58.908,-5.609,17.6213,-0.1238
encodec,1.5kbps,24000,tone,220.0,-40.0,0,214.9752,5,1074.876,47.9937,0.0001,5.237,-17.996,-34.248,-57.001,-9.251,17.6213,-0.1238
encodec,1.5kbps,24000,tone,220.0,-40.0,0,214.9752,6,1289.851,39.9416,0.0008,2.282,-22.924,-7.959,33.694,-6.645,17.6213,-0.1238
encodec,1.5kbps,24000,tone,220.0,-40.0,0,214.9752,7,1504.826,-5.4591,-0.0002,1.902,-14.039,-16.559,56.781,-4.112,17.6213,-0.1238
encodec,1.5kbps,24000,tone,220.0,-40.0,0,214.9752,8,1719.802,49.5989,0.0004,1.769,-31.097,-5.655,30.324,-3.284,17.6213,-0.1238
encodec,1.5kbps,24000,tone,220.0,-40.0,0,214.9752,9,1934.777,40.1057,-0.0004,1.441,-26.959,-1.386,35.702,-0.773,17.6213,-0.1238
encodec,1.5kbps,24000,tone,220.0,-40.0,0,214.9752,10,2149.752,-40.5254,0.0001,1.415,-32.984,-27.847,-48.962,-18.046,17.6213,-0.1238
encodec,1.5kbps,24000,tone,220.0,-40.0,0,214.9752,11,2364.727,61.2438,-0.0005,1.148,-13.845,-10.533,47.297,-0.52,17.6213,-0.1238
encodec,1.5kbps,24000,tone,220.0,-40.0,0,214.9752,12,2579.702,23.4858,-0.0001,1.061,-17.237,-28.966,-89.39,-1.282,17.6213,-0.1238
encodec,1.5kbps,24000,tone,220.0,-40.0,1,214.9752,1,214.975,0.0926,0.0045,12.902,-0.002,-17.552,40.91,-17.492,11.7524,0.0086
encodec,1.5kbps,24000,tone,220.0,-40.0,1,214.9752,2,429.95,-0.0921,-0.001,6.544,-0.003,-17.134,40.64,-17.022,11.7524,0.0086
encodec,1.5kbps,24000,tone,220.0,-40.0,1,214.9752,3,644.926,0.242,0.0008,4.239,-0.043,-5.045,-67.548,-1.276,11.7524,0.0086
encodec,1.5kbps,24000,tone,220.0,-40.0,1,214.9752,4,859.901,42.111,-0.001,4.003,-10.283,-2.608,31.659,-2.775,11.7524,0.0086
encodec,1.5kbps,24000,tone,220.0,-40.0,1,214.9752,5,1074.876,47.1391,0.0001,2.655,-27.395,-32.955,-57.153,-7.592,11.7524,0.0086
encodec,1.5kbps,24000,tone,220.0,-40.0,1,214.9752,6,1289.851,40.4737,0.0008,2.191,-16.72,-13.91,47.109,-5.334,11.7524,0.0086
encodec,1.5kbps,24000,tone,220.0,-40.0,1,214.9752,7,1504.826,-5.3741,-0.0002,2.034,-14.829,-8.444,51.217,-4.014,11.7524,0.0086
encodec,1.5kbps,24000,tone,220.0,-40.0,1,214.9752,8,1719.802,49.5123,0.0004,1.836,-16.805,-0.333,40.28,-0.061,11.7524,0.0086
encodec,1.5kbps,24000,tone,220.0,-40.0,1,214.9752,9,1934.777,40.0546,-0.0004,1.541,-19.247,-10.628,44.327,-2.856,11.7524,0.0086
encodec,1.5kbps,24000,tone,220.0,-40.0,1,214.9752,10,2149.752,-40.5014,0.0001,1.491,-27.854,-23.04,-28.004,-8.936,11.7524,0.0086
encodec,1.5kbps,24000,tone,220.0,-40.0,1,214.9752,11,2364.727,57.4727,-0.0005,1.135,-10.23,-9.414,54.018,-0.008,11.7524,0.0086
encodec,1.5kbps,24000,tone,220.0,-40.0,1,214.9752,12,2579.702,23.523,-0.0001,1.015,-21.434,-38.62,-93.163,-5.386,11.7524,0.0086
encodec,1.5kbps,24000,tone,220.0,-40.0,2,214.9752,1,214.975,0.1175,0.0045,12.902,-0.003,-28.082,nan,nan,2.2931,0.139
encodec,1.5kbps,24000,tone,220.0,-40.0,2,214.9752,2,429.95,0.1691,-0.001,6.359,-0.007,-10.842,-60.567,-7.369,2.2931,0.139
encodec,1.5kbps,24000,tone,220.0,-40.0,2,214.9752,3,644.926,40.1691,0.0008,4.563,-2.849,-2.343,0.539,-2.673,2.2931,0.139
encodec,1.5kbps,24000,tone,220.0,-40.0,2,214.9752,4,859.901,47.9309,-0.001,3.9,-12.207,-2.695,40.46,-2.502,2.2931,0.139
encodec,1.5kbps,24000,tone,220.0,-40.0,2,214.9752,5,1074.876,-57.2698,0.0001,2.82,-16.055,-12.728,-40.507,-4.036,2.2931,0.139
encodec,1.5kbps,24000,tone,220.0,-40.0,2,214.9752,6,1289.851,33.2293,0.0008,3.134,-7.849,-1.423,38.808,-0.204,2.2931,0.139
encodec,1.5kbps,24000,tone,220.0,-40.0,2,214.9752,7,1504.826,-5.4474,-0.0002,1.902,-15.58,-13.492,-16.931,-6.154,2.2931,0.139
encodec,1.5kbps,24000,tone,220.0,-40.0,2,214.9752,8,1719.802,30.0516,0.0004,1.879,-10.689,-11.885,45.023,-3.075,2.2931,0.139
encodec,1.5kbps,24000,tone,220.0,-40.0,2,214.9752,9,1934.777,35.846,-0.0004,1.404,-11.077,-0.341,-73.393,-0.46,2.2931,0.139
encodec,1.5kbps,24000,tone,220.0,-40.0,2,214.9752,10,2149.752,-40.4405,0.0001,1.472,-28.23,-27.286,-32.525,-10.097,2.2931,0.139
encodec,1.5kbps,24000,tone,220.0,-40.0,2,214.9752,11,2364.727,61.4248,-0.0005,1.181,-22.749,-5.245,-10.8,-3.253,2.2931,0.139
encodec,1.5kbps,24000,tone,220.0,-40.0,2,214.9752,12,2579.702,-89.2123,-0.0001,1.181,-19.274,-30.429,23.541,-2.689,2.2931,0.139
encodec,1.5kbps,24000,tone,220.0,-20.0,0,217.4731,1,217.473,-0.01,-0.0049,12.937,-0.0,-34.615,58.131,-19.296,15.017,0.0583
encodec,1.5kbps,24000,tone,220.0,-20.0,0,217.4731,2,434.946,0.2036,0.0005,6.559,-0.012,-49.064,58.659,-12.377,15.017,0.0583
encodec,1.5kbps,24000,tone,220.0,-20.0,0,217.4731,3,652.419,20.2423,-0.0013,4.382,-11.913,-3.175,0.205,-11.895,15.017,0.0583
encodec,1.5kbps,24000,tone,220.0,-20.0,0,217.4731,4,869.892,29.956,0.0005,3.268,-24.767,-22.527,14.959,-14.827,15.017,0.0583
encodec,1.5kbps,24000,tone,220.0,-20.0,0,217.4731,5,1087.365,24.7872,-0.0006,2.658,-30.277,-13.825,34.716,-12.341,15.017,0.0583
encodec,1.5kbps,24000,tone,220.0,-20.0,0,217.4731,6,1304.839,19.7718,0.0005,2.222,-24.315,-7.439,30.275,-5.744,15.017,0.0583
encodec,1.5kbps,24000,tone,220.0,-20.0,0,217.4731,7,1522.312,42.1353,-0.0003,1.753,-13.685,-30.49,34.384,-0.206,15.017,0.0583
encodec,1.5kbps,24000,tone,220.0,-20.0,0,217.4731,8,1739.785,22.3829,0.0005,1.754,-15.646,-22.631,15.185,-4.216,15.017,0.0583
encodec,1.5kbps,24000,tone,220.0,-20.0,0,217.4731,9,1957.258,12.9402,-0.0001,1.628,-12.765,-19.519,18.949,-0.223,15.017,0.0583
encodec,1.5kbps,24000,tone,220.0,-20.0,0,217.4731,10,2174.731,24.1852,0.0005,1.437,-10.789,-11.593,-60.563,-1.575,15.017,0.0583
encodec,1.5kbps,24000,tone,220.0,-20.0,0,217.4731,11,2392.204,32.6286,-0.0,1.3,-19.28,-44.894,37.717,-3.915,15.017,0.0583
encodec,1.5kbps,24000,tone,220.0,-20.0,0,217.4731,12,2609.677,5.166,-0.0004,1.12,-24.433,-36.502,-96.917,-12.143,15.017,0.0583
encodec,1.5kbps,24000,tone,220.0,-20.0,1,217.4731,1,217.473,0.304,-0.0049,12.934,-0.003,-30.055,-59.601,-18.584,7.7176,0.2928
encodec,1.5kbps,24000,tone,220.0,-20.0,1,217.4731,2,434.946,0.2725,0.0005,6.376,-0.023,-32.397,59.188,-14.522,7.7176,0.2928
encodec,1.5kbps,24000,tone,220.0,-20.0,1,217.4731,3,652.419,0.2689,-0.0013,4.008,-0.044,-3.296,20.31,-0.461,7.7176,0.2928
encodec,1.5kbps,24000,tone,220.0,-20.0,1,217.4731,4,869.892,30.0215,0.0005,3.985,-21.013,-13.839,15.095,-8.627,7.7176,0.2928
encodec,1.5kbps,24000,tone,220.0,-20.0,1,217.4731,5,1087.365,24.031,-0.0006,2.66,-17.335,-25.691,47.314,-14.119,7.7176,0.2928
encodec,1.5kbps,24000,tone,220.0,-20.0,1,217.4731,6,1304.839,20.0143,0.0005,2.191,-19.463,-11.687,10.92,-10.995,7.7176,0.2928
encodec,1.5kbps,24000,tone,220.0,-20.0,1,217.4731,7,1522.312,34.1147,-0.0003,1.735,-13.609,-24.051,42.15,-3.204,7.7176,0.2928
encodec,1.5kbps,24000,tone,220.0,-20.0,1,217.4731,8,1739.785,29.6867,0.0005,1.925,-11.322,-17.262,15.004,-1.21,7.7176,0.2928
encodec,1.5kbps,24000,tone,220.0,-20.0,1,217.4731,9,1957.258,13.4595,-0.0001,1.487,-19.222,-11.81,26.262,-0.354,7.7176,0.2928
encodec,1.5kbps,24000,tone,220.0,-20.0,1,217.4731,10,2174.731,30.1013,0.0005,1.2,-21.879,-19.472,41.436,-0.609,7.7176,0.2928
encodec,1.5kbps,24000,tone,220.0,-20.0,1,217.4731,11,2392.204,37.8438,-0.0,1.151,-10.182,-21.251,-27.111,-1.278,7.7176,0.2928
encodec,1.5kbps,24000,tone,220.0,-20.0,1,217.4731,12,2609.677,5.2063,-0.0004,1.09,-19.247,-35.325,24.896,-6.524,7.7176,0.2928
encodec,1.5kbps,24000,tone,220.0,-20.0,2,217.4731,1,217.473,0.1325,-0.0049,12.935,0.0,-36.881,nan,nan,11.9714,0.0903
encodec,1.5kbps,24000,tone,220.0,-20.0,2,217.4731,2,434.946,0.0669,0.0005,6.559,-0.002,-26.516,-29.224,-11.309,11.9714,0.0903
encodec,1.5kbps,24000,tone,220.0,-20.0,2,217.4731,3,652.419,19.8301,-0.0013,4.683,-5.259,-1.776,0.022,-5.259,11.9714,0.0903
encodec,1.5kbps,24000,tone,220.0,-20.0,2,217.4731,4,869.892,30.2574,0.0005,3.357,-14.928,-25.411,0.584,-14.495,11.9714,0.0903
encodec,1.5kbps,24000,tone,220.0,-20.0,2,217.4731,5,1087.365,27.8286,-0.0006,2.546,-26.987,-11.731,-60.696,-4.464,11.9714,0.0903
encodec,1.5kbps,24000,tone,220.0,-20.0,2,217.4731,6,1304.839,19.8778,0.0005,2.192,-25.545,-6.921,29.917,-13.701,11.9714,0.0903
encodec,1.5kbps,24000,tone,220.0,-20.0,2,217.4731,7,1522.312,42.5332,-0.0003,2.083,-17.871,-11.676,-8.135,-1.186,11.9714,0.0903
encodec,1.5kbps,24000,tone,220.0,-20.0,2,217.4731,8,1739.785,15.5196,0.0005,2.189,-5.355,-7.0,29.955,-0.062,11.9714,0.0903
encodec,1.5kbps,24000,tone,220.0,-20.0,2,217.4731,9,1957.258,26.4781,-0.0001,1.655,-10.023,-12.957,13.674,-1.297,11.9714,0.0903
encodec,1.5kbps,24000,tone,220.0,-20.0,2,217.4731,10,2174.731,29.8477,0.0005,1.469,-18.263,-2.466,34.162,-0.656,11.9714,0.0903
encodec,1.5kbps,24000,tone,220.0,-20.0,2,217.4731,11,2392.204,37.4388,-0.0,1.426,-23.235,-25.388,27.052,-5.819,11.9714,0.0903
encodec,1.5kbps,24000,tone,220.0,-20.0,2,217.4731,12,2609.677,5.1437,-0.0004,1.09,-22.576,-21.885,19.829,-10.343,11.9714,0.0903
encodec,1.5kbps,24000,tone,220.0,0.0,0,220.0,1,220.0,0.0453,-0.0006,12.787,0.0,0.0,nan,nan,2.6161,0.0298
encodec,1.5kbps,24000,tone,220.0,0.0,0,220.0,2,440.0,0.0128,-0.0006,6.484,0.0,0.0,19.531,-17.211,2.6161,0.0298
encodec,1.5kbps,24000,tone,220.0,0.0,0,220.0,3,660.0,0.0301,-0.0006,4.383,0.0,-2.617,13.227,-12.969,2.6161,0.0298
encodec,1.5kbps,24000,tone,220.0,0.0,0,220.0,4,880.0,9.8764,-0.0006,3.179,-7.001,-7.001,-0.08,-6.996,2.6161,0.0298
encodec,1.5kbps,24000,tone,220.0,0.0,0,220.0,5,1100.0,7.9382,-0.0006,2.546,-15.386,-17.01,15.466,-10.588,2.6161,0.0298
encodec,1.5kbps,24000,tone,220.0,0.0,0,220.0,6,1320.0,-1.9735,-0.0006,2.254,-10.785,-0.002,-8.929,-15.334,2.6161,0.0298
encodec,1.5kbps,24000,tone,220.0,0.0,0,220.0,7,1540.0,22.2546,-0.0006,1.804,-10.396,-19.53,39.062,-3.243,2.6161,0.0298
encodec,1.5kbps,24000,tone,220.0,0.0,0,220.0,8,1760.0,8.0946,-0.0006,1.815,-4.608,-4.608,4.798,-2.758,2.6161,0.0298
encodec,1.5kbps,24000,tone,220.0,0.0,0,220.0,9,1980.0,1.2186,-0.0006,1.5,-7.811,-17.426,10.047,-13.383,2.6161,0.0298
encodec,1.5kbps,24000,tone,220.0,0.0,0,220.0,10,2200.0,14.5682,0.0005,1.357,-17.607,-5.285,6.41,-12.771,2.6161,0.0298
encodec,1.5kbps,24000,tone,220.0,0.0,0,220.0,11,2420.0,14.3159,0.0004,1.299,-7.751,-27.268,10.799,-0.259,2.6161,0.0298
encodec,1.5kbps,24000,tone,220.0,0.0,0,220.0,12,2640.0,-13.1511,0.0003,1.074,-11.272,-17.783,-3.145,-8.179,2.6161,0.0298
encodec,1.5kbps,24000,tone,220.0,0.0,1,220.0,1,220.0,-0.1083,-0.0006,12.789,-0.001,-0.001,nan,nan,2.1601,-0.0908
encodec,1.5kbps,24000,tone,220.0,0.0,1,220.0,2,440.0,-0.0783,-0.0006,6.304,-0.002,-0.002,-39.615,-16.228,2.1601,-0.0908
encodec,1.5kbps,24000,tone,220.0,0.0,1,220.0,3,660.0,0.3196,-0.0006,4.622,-0.053,-2.853,-13.31,-13.759,2.1601,-0.0908
encodec,1.5kbps,24000,tone,220.0,0.0,1,220.0,4,880.0,9.6609,-0.0006,4.209,-1.512,-1.512,-0.125,-1.489,2.1601,-0.0908
encodec,1.5kbps,24000,tone,220.0,0.0,1,220.0,5,1100.0,6.302,-0.0006,2.62,-10.849,-8.345,-1.324,-7.263,2.1601,-0.0908
encodec,1.5kbps,24000,tone,220.0,0.0,1,220.0,6,1320.0,-3.047,-0.0006,2.105,-19.738,-3.428,-9.472,-17.419,2.1601,-0.0908
encodec,1.5kbps,24000,tone,220.0,0.0,1,220.0,7,1540.0,16.431,-0.0006,1.81,-17.202,-31.075,22.226,-2.205,2.1601,-0.0908
encodec,1.5kbps,24000,tone,220.0,0.0,1,220.0,8,1760.0,7.6304,-0.0006,1.681,-6.951,-6.951,-0.373,-6.43,2.1601,-0.0908
encodec,1.5kbps,24000,tone,220.0,0.0,1,220.0,9,1980.0,1.9562,-0.0006,1.439,-15.142,-15.577,-2.674,-10.397,2.1601,-0.0908
encodec,1.5kbps,24000,tone,220.0,0.0,1,220.0,10,2200.0,13.9572,0.0005,1.322,-15.896,-0.548,17.874,-8.426,2.1601,-0.0908
encodec,1.5kbps,24000,tone,220.0,0.0,1,220.0,11,2420.0,8.7717,0.0004,1.157,-18.321,-24.096,-37.731,-1.61,2.1601,-0.0908
encodec,1.5kbps,24000,tone,220.0,0.0,1,220.0,12,2640.0,-13.1916,0.0003,1.044,-10.974,-29.546,3.443,-10.238,2.1601,-0.0908
encodec,1.5kbps,24000,tone,220.0,0.0,2,220.0,1,220.0,-0.0093,-0.0006,12.608,0.0,0.0,nan,nan,2.4024,0.0196
encodec,1.5kbps,24000,tone,220.0,0.0,2,220.0,2,440.0,0.0486,-0.0006,6.394,0.0,0.0,19.086,-15.292,2.4024,0.0196
encodec,1.5kbps,24000,tone,220.0,0.0,2,220.0,3,660.0,0.0026,-0.0006,4.443,0.0,-2.526,13.823,-11.312,2.4024,0.0196
encodec,1.5kbps,24000,tone,220.0,0.0,2,220.0,4,880.0,9.7587,-0.0006,3.179,-12.856,-12.856,-0.261,-12.773,2.4024,0.0196
encodec,1.5kbps,24000,tone,220.0,0.0,2,220.0,5,1100.0,7.4705,-0.0006,2.762,-11.025,-13.794,15.145,-9.693,2.4024,0.0196
encodec,1.5kbps,24000,tone,220.0,0.0,2,220.0,6,1320.0,-2.072,-0.0006,2.434,-4.62,-0.038,6.541,-6.721,2.4024,0.0196
encodec,1.5kbps,24000,tone,220.0,0.0,2,220.0,7,1540.0,27.6876,-0.0006,1.95,-14.085,-19.014,22.531,-0.268,2.4024,0.0196
encodec,1.5kbps,24000,tone,220.0,0.0,2,220.0,8,1760.0,4.7072,-0.0006,1.819,-1.196,-1.196,0.032,-1.196,2.4024,0.0196
encodec,1.5kbps,24000,tone,220.0,0.0,2,220.0,9,1980.0,1.6783,-0.0006,1.519,-31.046,-11.386,8.574,-9.005,2.4024,0.0196
encodec,1.5kbps,24000,tone,220.0,0.0,2,220.0,10,2200.0,14.1725,0.0005,1.358,-19.619,-1.491,8.078,-7.362,2.4024,0.0196
encodec,1.5kbps,24000,tone,220.0,0.0,2,220.0,11,2420.0,10.8445,0.0004,1.188,-24.445,-21.25,-40.008,-1.114,2.4024,0.0196
encodec,1.5kbps,24000,tone,220.0,0.0,2,220.0,12,2640.0,-13.1455,0.0003,1.059,-7.959,-18.013,-3.1,-7.082,2.4024,0.0196
encodec,1.5kbps,24000,tone,220.0,20.0,0,222.5563,1,222.556,-0.142,-0.0039,12.82,-0.003,-20.879,nan,nan,-9.5059,0.0089
encodec,1.5kbps,24000,tone,220.0,20.0,0,222.5563,2,445.113,0.1392,0.0014,6.231,-0.008,-20.137,18.483,-12.969,-9.5059,0.0089
encodec,1.5kbps,24000,tone,220.0,20.0,0,222.5563,3,667.669,-18.6346,-0.0004,4.379,-1.273,-13.987,0.125,-1.263,-9.5059,0.0089
encodec,1.5kbps,24000,tone,220.0,20.0,0,222.5563,4,890.225,-10.2865,-0.0012,3.851,-6.001,-14.828,-5.061,-3.265,-9.5059,0.0089
encodec,1.5kbps,24000,tone,220.0,20.0,0,222.5563,5,1112.781,-13.7351,0.0003,2.692,-19.652,-24.609,3.161,-17.254,-9.5059,0.0089
encodec,1.5kbps,24000,tone,220.0,20.0,0,222.5563,6,1335.338,-23.1753,-0.0004,2.256,-22.836,-4.063,-33.158,-14.062,-9.5059,0.0089
encodec,1.5kbps,24000,tone,220.0,20.0,0,222.5563,7,1557.894,0.3888,0.0006,2.568,-0.548,-10.022,-2.276,-0.541,-9.5059,0.0089
encodec,1.5kbps,24000,tone,220.0,20.0,0,222.5563,8,1780.45,-18.576,0.0001,1.372,-27.845,-19.857,-21.297,-1.047,-9.5059,0.0089
encodec,1.5kbps,24000,tone,220.0,20.0,0,222.5563,9,2003.006,-17.3453,-0.0004,1.419,-21.763,-12.828,-15.114,-11.298,-9.5059,0.0089
encodec,1.5kbps,24000,tone,220.0,20.0,0,222.5563,10,2225.563,-6.7143,0.0003,1.358,-16.418,-1.005,-14.183,-13.581,-9.5059,0.0089
encodec,1.5kbps,24000,tone,220.0,20.0,0,222.5563,11,2448.119,-6.8761,-0.0,1.138,-6.086,-23.811,-4.424,-0.24,-9.5059,0.0089
encodec,1.5kbps,24000,tone,220.0,20.0,0,222.5563,12,2670.675,-31.5088,-0.0004,1.118,-17.191,-20.442,-20.516,-12.997,-9.5059,0.0089
encodec,1.5kbps,24000,tone,220.0,20.0,1,222.5563,1,222.556,0.1341,-0.0039,12.996,0.0,-30.757,nan,nan,-6.3665,0.0338
encodec,1.5kbps,24000,tone,220.0,20.0,1,222.5563,2,445.113,-0.015,0.0014,6.409,0.0,-22.496,-29.382,-14.903,-6.3665,0.0338
encodec,1.5kbps,24000,tone,220.0,20.0,1,222.5563,3,667.669,-16.2484,-0.0004,4.793,-4.692,-14.341,0.184,-4.675,-6.3665,0.0338
encodec,1.5kbps,24000,tone,220.0,20.0,1,222.5563,4,890.225,-7.0843,-0.0012,3.263,-4.829,-12.399,0.021,-4.829,-6.3665,0.0338
encodec,1.5kbps,24000,tone,220.0,20.0,1,222.5563,5,1112.781,-12.8727,0.0003,2.619,-19.585,-15.048,-1.93,-13.713,-6.3665,0.0338
encodec,1.5kbps,24000,tone,220.0,20.0,1,222.5563,6,1335.338,-22.5021,-0.0004,2.375,-24.402,-0.764,-31.889,-13.909,-6.3665,0.0338
encodec,1.5kbps,24000,tone,220.0,20.0,1,222.5563,7,1557.894,0.7082,0.0006,4.066,-1.06,-8.937,8.388,-0.806,-6.3665,0.0338
encodec,1.5kbps,24000,tone,220.0,20.0,1,222.5563,8,1780.45,-12.1329,0.0001,1.524,-16.113,-10.202,-23.438,-0.566,-6.3665,0.0338
encodec,1.5kbps,24000,tone,220.0,20.0,1,222.5563,9,2003.006,-18.4399,-0.0004,1.4,-30.885,-30.404,-15.254,-9.669,-6.3665,0.0338
encodec,1.5kbps,24000,tone,220.0,20.0,1,222.5563,10,2225.563,-5.7063,0.0003,1.233,-21.367,-3.077,-8.287,-9.031,-6.3665,0.0338
encodec,1.5kbps,24000,tone,220.0,20.0,1,222.5563,11,2448.119,-11.4205,-0.0,1.124,-10.155,-22.403,-57.58,-1.88,-6.3665,0.0338
encodec,1.5kbps,24000,tone,220.0,20.0,1,222.5563,12,2670.675,-31.4876,-0.0004,1.088,-26.996,-20.926,-18.43,-11.475,-6.3665,0.0338
encodec,1.5kbps,24000,tone,220.0,20.0,2,222.5563,1,222.556,0.0915,-0.0039,12.64,0.0,-24.769,-57.313,-19.437,-8.8001,-0.059
encodec,1.5kbps,24000,tone,220.0,20.0,2,222.5563,2,445.113,-0.2396,0.0014,6.5,-0.013,-11.953,19.54,-14.758,-8.8001,-0.059
encodec,1.5kbps,24000,tone,220.0,20.0,2,222.5563,3,667.669,-19.7177,-0.0004,7.208,-15.135,-1.352,-5.879,-6.018,-8.8001,-0.059
encodec,1.5kbps,24000,tone,220.0,20.0,2,222.5563,4,890.225,-9.3745,-0.0012,3.581,-13.414,-21.623,-4.034,-10.242,-8.8001,-0.059
encodec,1.5kbps,24000,tone,220.0,20.0,2,222.5563,5,1112.781,-12.4825,0.0003,2.977,-20.934,-15.803,-3.071,-13.012,-8.8001,-0.059
encodec,1.5kbps,24000,tone,220.0,20.0,2,222.5563,6,1335.338,-21.698,-0.0004,2.284,-29.841,-0.138,-6.803,-15.33,-8.8001,-0.059
encodec,1.5kbps,24000,tone,220.0,20.0,2,222.5563,7,1557.894,-2.6807,0.0006,2.93,-8.335,-7.194,21.5,-3.009,-8.8001,-0.059
encodec,1.5kbps,24000,tone,220.0,20.0,2,222.5563,8,1780.45,-23.7716,0.0001,1.692,-22.058,-7.928,-20.734,-6.505,-8.8001,-0.059
encodec,1.5kbps,24000,tone,220.0,20.0,2,222.5563,9,2003.006,-18.7678,-0.0004,1.68,-26.72,-14.818,-29.241,-8.778,-8.8001,-0.059
encodec,1.5kbps,24000,tone,220.0,20.0,2,222.5563,10,2225.563,-5.4296,0.0003,1.536,-12.585,-4.116,98.869,-6.585,-8.8001,-0.059
encodec,1.5kbps,24000,tone,220.0,20.0,2,222.5563,11,2448.119,-66.1322,-0.0,1.194,-18.254,-32.438,-3.029,-0.008,-8.8001,-0.059
encodec,1.5kbps,24000,tone,220.0,20.0,2,222.5563,12,2670.675,-31.4654,-0.0004,1.179,-16.74,-16.902,-16.003,-9.087,-8.8001,-0.059
encodec,1.5kbps,24000,tone,220.0,40.0,0,225.1423,1,225.142,2.1979,-0.004,12.478,-0.356,-19.723,-18.155,-12.54,-1900.0925,-1909.8336
encodec,1.5kbps,24000,tone,220.0,40.0,0,225.1423,2,450.285,1.1972,0.0012,6.506,-0.519,-19.842,-8.489,-6.024,-1900.0925,-1909.8336
encodec,1.5kbps,24000,tone,220.0,40.0,0,225.1423,3,675.427,-39.0243,-0.0005,7.563,-12.68,-1.301,-7.517,-7.691,-1900.0925,-1909.8336
encodec,1.5kbps,24000,tone,220.0,40.0,0,225.1423,4,900.569,-28.6328,0.0012,3.668,-2.589,-18.12,-0.989,-1.552,-1900.0925,-1909.8336
encodec,1.5kbps,24000,tone,220.0,40.0,0,225.1423,5,1125.711,65.0135,0.0002,3.255,-33.05,-16.826,-30.507,-12.592,-1900.0925,-1909.8336
encodec,1.5kbps,24000,tone,220.0,40.0,0,225.1423,6,1350.854,-41.1239,-0.0005,2.433,-21.205,-1.384,61.699,-7.369,-1900.0925,-1909.8336
encodec,1.5kbps,24000,tone,220.0,40.0,0,225.1423,7,1575.996,-1.4076,0.0005,2.214,-5.035,-19.135,79.524,-2.969,-1900.0925,-1909.8336
encodec,1.5kbps,24000,tone,220.0,40.0,0,225.1423,8,1801.138,28.6384,-0.0001,1.904,-17.292,-28.764,-31.479,-6.9,-1900.0925,-1909.8336
