codec,rate_label,sample_rate,stimulus,reference_hz,delta_cents,rep,f_in_hz,k,f_k_hz,peak_shift_cents,in_peak_cents,in_level_db,width_cents,zero_level_db,grid_level_db,second_cents,second_level_db,est8_cents,est2_cents
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,184.9972,40.0,0,189.3213,12,2271.856,-75.3684,-100.0172,-55.99,1.64,-20.609,-16.306,94.887,-1.273,-1200.7317,-1200.6441
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,-40.0,0,304.0208,1,304.021,8.4107,8.402,0.0,9.209,-11.315,-33.91,nan,nan,8.4905,8.4221
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,-40.0,0,304.0208,2,608.042,8.3666,8.4019,-16.3,4.41,-29.287,-12.023,38.491,-11.115,8.4905,8.4221
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,-40.0,0,304.0208,3,912.062,35.302,8.4072,-26.93,5.659,-9.786,-1.867,64.866,-4.544,8.4905,8.4221
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,-40.0,0,304.0208,4,1216.083,8.276,8.4181,-23.9,2.4,-13.521,-3.704,31.178,-1.946,8.4905,8.4221
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,-40.0,0,304.0208,5,1520.104,30.438,8.4294,-27.4,4.275,-4.863,-28.771,8.494,-1.684,8.4905,8.4221
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,-40.0,0,304.0208,6,1824.125,-23.0475,8.4429,-58.33,1.563,-21.091,-13.476,-17.647,-5.781,8.4905,8.4221
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,-40.0,0,304.0208,7,2128.146,37.755,8.4585,-39.89,1.312,-29.332,-17.758,42.156,-10.012,8.4905,8.4221
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,-40.0,0,304.0208,8,2432.166,33.9986,8.4777,-49.22,1.198,-14.572,-13.291,-30.836,-2.843,8.4905,8.4221
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,-40.0,0,304.0208,9,2736.187,-26.6878,8.4991,-57.49,1.0,-34.007,-24.168,-19.557,-2.538,8.4905,8.4221
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,-40.0,0,304.0208,10,3040.208,-23.083,8.5243,-58.15,0.911,-16.834,-12.021,-16.734,-0.097,8.4905,8.4221
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,-40.0,0,304.0208,11,3344.229,-20.118,8.5559,-72.25,0.827,-15.712,-15.786,-23.003,-3.323,8.4905,8.4221
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,-40.0,0,304.0208,12,3648.25,-23.1119,8.5816,-89.23,0.726,-22.249,-18.156,-17.932,-0.525,8.4905,8.4221
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,40.0,0,318.3993,1,318.399,8.41,8.3959,0.0,8.793,-12.872,-33.977,nan,nan,8.3151,8.411
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,40.0,0,318.3993,2,636.799,8.4398,8.3999,-16.32,4.335,-25.579,-35.006,-18.275,-15.349,8.3151,8.411
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,40.0,0,318.3993,3,955.198,-26.6831,8.4093,-26.98,2.528,-4.661,-7.658,-38.516,-0.096,8.3151,8.411
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,40.0,0,318.3993,4,1273.597,1.9346,8.4161,-24.01,2.207,-9.045,-9.527,8.587,-0.346,8.3151,8.411
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,40.0,0,318.3993,5,1591.996,-18.6187,8.4283,-27.57,1.761,-9.57,-12.693,-23.793,-0.379,8.3151,8.411
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,40.0,0,318.3993,6,1910.396,-13.9833,8.4425,-58.58,1.568,-9.11,-7.968,-18.883,-2.101,8.3151,8.411
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,40.0,0,318.3993,7,2228.795,-42.2523,8.4597,-40.22,1.348,-22.072,-23.054,58.273,-0.614,8.3151,8.411
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,40.0,0,318.3993,8,2547.194,-35.7807,8.478,-49.65,1.191,-35.26,-11.717,-25.617,-6.253,8.3151,8.411
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,40.0,0,318.3993,9,2865.593,79.3599,8.4986,-58.04,0.925,-15.311,-32.034,-90.252,-0.392,8.3151,8.411
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,40.0,0,318.3993,10,3183.993,-80.1395,8.5243,-58.81,0.873,-20.056,-22.95,72.415,-2.985,8.3151,8.411
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,40.0,0,318.3993,11,3502.392,-92.5889,8.556,-73.05,0.847,-37.315,-20.075,47.506,-3.69,8.3151,8.411
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,311.127,40.0,0,318.3993,12,3820.791,-84.0259,8.5797,-90.15,0.806,-13.301,-19.803,1.908,-0.609,8.3151,8.411
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,-40.0,0,107.4876,1,107.488,-10.3553,-10.3264,0.0,26.33,-1.862,-28.857,nan,nan,-9.7608,-10.211
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,-40.0,0,107.4876,2,214.975,-9.898,-10.1292,-9.07,13.347,-7.197,-43.323,nan,nan,-9.7608,-10.211
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,-40.0,0,107.4876,3,322.463,-10.9438,-9.7885,-34.57,8.038,-12.607,-8.903,51.379,-2.63,-9.7608,-10.211
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,-40.0,0,107.4876,4,429.95,-9.4519,-9.3382,-11.79,6.487,-15.231,-44.455,1.307,-14.468,-9.7608,-10.211
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,-40.0,0,107.4876,5,537.438,-9.2915,-8.7791,-22.95,4.67,-10.846,-16.789,-60.777,-4.96,-9.7608,-10.211
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,-40.0,0,107.4876,6,644.926,-37.1096,-8.1352,-29.9,4.708,-10.464,-16.051,-5.429,-2.455,-9.7608,-10.211
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,-40.0,0,107.4876,7,752.413,-7.3561,-7.4198,-17.57,4.125,-20.33,-15.088,-20.898,-12.496,-9.7608,-10.211
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,-40.0,0,107.4876,8,859.901,-49.1227,-6.6494,-36.06,3.034,-11.2,-15.097,-25.468,-0.701,-9.7608,-10.211
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,-40.0,0,107.4876,9,967.388,-43.9751,-5.8388,-28.66,3.067,-23.588,-8.766,33.795,-0.089,-9.7608,-10.211
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,-40.0,0,107.4876,10,1074.876,46.9149,-5.0018,-22.96,3.588,-12.134,-7.747,-39.828,-0.465,-9.7608,-10.211
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,-40.0,0,107.4876,11,1182.363,87.2162,-4.1475,-65.31,2.358,-20.127,-32.267,83.696,-0.671,-9.7608,-10.211
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,-40.0,0,107.4876,12,1289.851,-63.4218,-3.2936,-29.46,2.358,-15.053,-8.398,-66.941,-0.671,-9.7608,-10.211
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,40.0,0,112.5711,1,112.571,-9.7517,-10.3307,0.0,25.486,-1.735,-22.368,nan,nan,-9.5683,-9.9212
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,40.0,0,112.5711,2,225.142,-10.1369,-10.1233,-9.08,12.569,-8.529,-19.012,-32.622,-17.703,-9.5683,-9.9212
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,40.0,0,112.5711,3,337.713,-10.0552,-9.7918,-34.58,8.733,-5.262,-23.656,5.281,-2.277,-9.5683,-9.9212
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,40.0,0,112.5711,4,450.285,-9.5369,-9.3352,-11.81,6.194,-26.59,-19.763,-42.063,-18.559,-9.5683,-9.9212
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,40.0,0,112.5711,5,562.856,-9.9418,-8.7795,-22.99,5.524,-12.763,-10.951,-30.005,-5.359,-9.5683,-9.9212
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,40.0,0,112.5711,6,675.427,-7.3044,-8.1341,-29.96,4.241,-5.248,-4.349,-21.894,-1.408,-9.5683,-9.9212
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,40.0,0,112.5711,7,787.998,-7.6122,-7.4195,-17.65,3.485,-11.597,-1.532,1.098,-10.368,-9.5683,-9.9212
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,40.0,0,112.5711,8,900.569,-6.5183,-6.6496,-36.17,3.887,-15.938,-6.801,-22.964,-1.998,-9.5683,-9.9212
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,40.0,0,112.5711,9,1013.14,62.0394,-5.838,-28.78,2.604,-10.738,-23.0,57.287,-4.386,-9.5683,-9.9212
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,40.0,0,112.5711,10,1125.711,-60.5274,-5.0005,-23.12,3.207,-7.628,-10.583,-1.341,-4.572,-9.5683,-9.9212
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,40.0,0,112.5711,11,1238.283,96.5872,-4.1337,-65.54,3.691,-33.798,-31.417,-54.493,-4.531,-9.5683,-9.9212
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,110.0,40.0,0,112.5711,12,1350.854,-48.4452,-3.295,-29.69,2.353,-10.134,-14.745,-54.066,-0.255,-9.5683,-9.9212
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,-40.0,0,214.9752,1,214.975,-4.4048,-4.5145,0.0,13.12,-1.335,-32.877,nan,nan,-4.19,-4.3505
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,-40.0,0,214.9752,2,429.95,-4.1894,-4.2424,-10.99,6.744,-4.767,-29.081,-45.647,-18.564,-4.19,-4.3505
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,-40.0,0,214.9752,3,644.926,-4.0113,-3.7986,-32.44,4.003,-13.847,-11.772,-31.198,-3.416,-4.19,-4.3505
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,-40.0,0,214.9752,4,859.901,-3.2081,-3.2079,-15.12,3.278,-15.176,-24.361,-40.403,-18.074,-4.19,-4.3505
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,-40.0,0,214.9752,5,1074.876,-3.6682,-2.4862,-39.31,2.992,-17.016,-20.388,-40.695,-0.86,-4.19,-4.3505
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,-40.0,0,214.9752,6,1289.851,-19.699,-1.6587,-34.32,2.299,-30.925,-19.273,-65.824,-3.649,-4.19,-4.3505
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,-40.0,0,214.9752,7,1504.826,-5.4794,-0.7472,-29.69,1.902,-15.073,-10.127,-94.228,-4.674,-4.19,-4.3505
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,-40.0,0,214.9752,8,1719.801,-72.1535,0.2211,-43.63,1.585,-19.528,-1.168,-15.885,-0.781,-4.19,-4.3505
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,-40.0,0,214.9752,9,1934.777,13.6185,1.229,-43.29,1.483,-10.453,-24.128,-33.285,-1.988,-4.19,-4.3505
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,-40.0,0,214.9752,10,2149.752,28.709,2.2583,-51.67,1.269,-27.62,-16.01,20.338,-2.874,-4.19,-4.3505
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,-40.0,0,214.9752,11,2364.727,-45.7387,3.2949,-55.14,2.34,-12.489,-14.733,-37.083,-0.575,-4.19,-4.3505
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,-40.0,0,214.9752,12,2579.702,23.2157,4.3255,-57.83,1.046,-18.07,-29.997,-5.737,-8.567,-4.19,-4.3505
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,40.0,0,225.1423,1,225.142,-4.4779,-4.5139,0.0,12.704,-1.537,-40.209,-24.927,-19.963,-4.139,-4.4524
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,40.0,0,225.1423,2,450.285,-4.2368,-4.2412,-11.03,6.704,-5.051,-26.906,nan,nan,-4.139,-4.4524
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,40.0,0,225.1423,3,675.427,-2.2456,-3.7996,-32.53,10.212,-0.866,-14.012,-15.075,-9.602,-4.139,-4.4524
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,40.0,0,225.1423,4,900.569,-3.4776,-3.2091,-15.29,3.219,-20.958,-31.465,4.462,-18.525,-4.139,-4.4524
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,40.0,0,225.1423,5,1125.711,-3.3266,-2.4863,-39.58,2.504,-2.215,-10.855,0.49,-1.758,-4.139,-4.4524
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,40.0,0,225.1423,6,1350.854,-0.4819,-1.6575,-34.7,4.987,-0.127,-18.104,90.806,-7.137,-4.139,-4.4524
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,40.0,0,225.1423,7,1575.996,-0.0486,-0.7486,-30.2,1.584,-0.008,-25.211,-84.162,-6.285,-4.139,-4.4524
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,40.0,0,225.1423,8,1801.138,-0.9723,0.2213,-44.29,1.497,-5.324,-11.719,-74.991,-3.311,-4.139,-4.4524
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,40.0,0,225.1423,9,2026.28,62.5832,1.2299,-44.1,1.66,-8.054,-17.865,-1.165,-3.207,-4.139,-4.4524
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,40.0,0,225.1423,10,2251.423,-0.5925,2.2582,-52.65,1.039,-3.63,-6.052,-33.214,-0.44,-4.139,-4.4524
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,40.0,0,225.1423,11,2476.565,100.0023,3.2944,-56.3,0.211,-8.471,-26.026,51.206,-1.021,-4.139,-4.4524
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,220.0,40.0,0,225.1423,12,2701.707,-50.1187,4.3254,-59.17,1.087,-21.118,-35.676,92.016,-1.783,-4.139,-4.4524
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,-40.0,0,383.0422,1,383.042,-0.6306,-0.6506,0.0,7.244,-0.08,-33.629,nan,nan,2.3436,2.348
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,-40.0,0,383.0422,2,766.084,4.0638,4.0172,-3.56,3.922,-11.901,-33.755,11.047,-19.975,2.3436,2.348
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,-40.0,0,383.0422,3,1149.127,10.0611,10.618,-29.39,5.214,-15.615,-6.432,74.243,-0.612,2.3436,2.348
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,-40.0,0,383.0422,4,1532.169,4.0411,18.0637,-49.61,1.78,-10.793,-7.726,28.103,-0.341,2.3436,2.348
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,-40.0,0,383.0422,5,1915.211,-62.0922,25.5495,-68.12,1.844,-5.442,-10.81,46.826,-0.169,2.3436,2.348
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,-40.0,0,383.0422,6,2298.253,-50.8996,32.0928,-93.41,1.474,-8.165,-15.317,6.759,-1.051,2.3436,2.348
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,-40.0,0,383.0422,7,2681.295,-41.9787,39.9086,-78.14,1.075,-21.172,-24.063,64.38,-12.759,2.3436,2.348
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,-40.0,0,383.0422,8,3064.338,-36.6247,44.344,-83.75,1.03,-34.791,-33.751,57.571,-8.814,2.3436,2.348
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,-40.0,0,383.0422,9,3447.38,-32.4614,-9.6755,-92.49,0.96,-20.132,-31.878,74.97,-1.425,2.3436,2.348
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,-40.0,0,383.0422,10,3830.422,-28.4347,41.0895,-92.52,0.81,-54.847,-21.768,-2.43,-0.523,2.3436,2.348
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,-40.0,0,383.0422,11,4213.464,-5.5449,-8.0784,-85.53,0.717,-33.916,-23.967,32.338,-4.798,2.3436,2.348
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,-40.0,0,383.0422,12,4596.507,47.7469,-6.6929,-84.66,0.612,-21.259,-17.41,74.97,-0.166,2.3436,2.348
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,40.0,0,401.1579,1,401.158,-0.6014,-0.6495,0.0,6.917,-0.093,-28.328,nan,nan,2.0575,2.0583
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,40.0,0,401.1579,2,802.316,3.8903,4.0161,-3.98,3.696,-12.847,-22.16,nan,nan,2.0575,2.0583
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,40.0,0,401.1579,3,1203.474,2.0007,10.6181,-30.42,2.039,-17.595,-8.284,24.858,-0.008,2.0575,2.0583
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,40.0,0,401.1579,4,1604.632,-3.5681,18.0642,-51.33,1.707,-10.415,-13.578,-9.246,-1.17,2.0575,2.0583
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,40.0,0,401.1579,5,2005.79,-48.7506,25.5532,-70.57,1.321,-7.155,-11.669,0.982,-1.65,2.0575,2.0583
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,40.0,0,401.1579,6,2406.948,-4.883,0.9481,-92.83,1.123,-19.594,-31.249,48.278,-4.315,2.0575,2.0583
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,40.0,0,401.1579,7,2808.106,-4.3953,39.8861,-80.99,1.019,-13.299,-17.202,70.591,-6.372,2.0575,2.0583
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,40.0,0,401.1579,8,3209.263,-2.6874,44.3587,-86.85,0.903,-29.96,-41.077,97.802,-7.504,2.0575,2.0583
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,40.0,0,401.1579,9,3610.421,-4.9157,-9.6962,-92.3,0.803,-23.12,-20.413,90.542,-0.199,2.0575,2.0583
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,40.0,0,401.1579,10,4011.579,-91.8624,41.0909,-94.37,0.771,-18.555,-24.103,-82.44,-0.723,2.0575,2.0583
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,40.0,0,401.1579,11,4412.737,-85.5397,-8.082,-85.46,0.632,-24.111,-23.43,-35.136,-2.897,2.0575,2.0583
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,391.9954,40.0,0,401.1579,12,4813.895,-4.9877,-6.6935,-85.08,0.586,-25.119,-10.815,-32.23,-5.876,2.0575,2.0583
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,-40.0,0,143.4787,1,143.479,-13.4188,-13.2933,0.0,19.76,-6.058,-38.739,nan,nan,-13.1276,-13.4442
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,-40.0,0,143.4787,2,286.957,-13.6423,-13.3319,-9.95,10.299,-18.309,-28.515,-69.647,-18.425,-13.1276,-13.4442
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,-40.0,0,143.4787,3,430.436,-13.2663,-13.2522,-10.01,7.328,-20.06,-26.558,-46.372,-19.096,-13.1276,-13.4442
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,-40.0,0,143.4787,4,573.915,-13.9863,-12.9838,-23.05,5.917,-11.36,-9.974,-36.401,-2.852,-13.1276,-13.4442
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,-40.0,0,143.4787,5,717.394,-12.8081,-12.9331,-5.52,4.006,-23.617,-19.851,-46.315,-19.851,-13.1276,-13.4442
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,-40.0,0,143.4787,6,860.872,-73.2302,-12.8535,-25.11,6.335,-9.207,-19.661,-44.057,-1.102,-13.1276,-13.4442
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,-40.0,0,143.4787,7,1004.351,77.1054,-12.8066,-35.71,3.585,-12.588,-11.669,-50.998,-2.715,-13.1276,-13.4442
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,-40.0,0,143.4787,8,1147.83,-12.7998,-12.3498,-21.52,3.13,-7.144,-4.494,39.338,-3.818,-13.1276,-13.4442
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,-40.0,0,143.4787,9,1291.308,-64.2109,-12.056,-25.35,5.699,-27.283,-13.137,28.06,-0.561,-13.1276,-13.4442
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,-40.0,0,143.4787,10,1434.787,-58.9301,-13.1095,-53.93,2.172,-14.358,-4.703,-12.606,-3.143,-13.1276,-13.4442
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,-40.0,0,143.4787,11,1578.266,76.9992,-11.4865,-42.23,1.873,-20.17,-14.873,-88.37,-1.089,-13.1276,-13.4442
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,-40.0,0,143.4787,12,1721.745,-73.6371,-11.0928,-45.36,1.873,-21.076,-19.495,77.101,-1.746,-13.1276,-13.4442
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,40.0,0,150.2644,1,150.264,-13.5202,-13.289,0.0,18.34,-7.381,-26.909,nan,nan,-1213.6656,-1213.702
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,40.0,0,150.2644,2,300.529,-12.757,-13.3322,-9.97,9.031,-28.284,-16.153,-32.919,-9.938,-1213.6656,-1213.702
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,40.0,0,150.2644,3,450.793,-13.322,-13.2484,-10.16,6.112,-21.663,-27.216,-24.384,-17.043,-1213.6656,-1213.702
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,40.0,0,150.2644,4,601.058,-41.5766,-12.9851,-23.05,6.281,-15.699,-0.923,-11.218,-2.328,-1213.6656,-1213.702
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,40.0,0,150.2644,5,751.322,-13.05,-12.9303,-5.67,3.879,-17.559,-23.587,-0.304,-17.485,-1213.6656,-1213.702
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,40.0,0,150.2644,6,901.587,-0.4575,-12.8534,-25.48,3.999,-0.246,-3.908,-34.128,-0.06,-1213.6656,-1213.702
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,40.0,0,150.2644,7,1051.851,-13.1564,-12.7817,-35.53,3.037,-1.556,-11.127,-0.681,-1.222,-1213.6656,-1213.702
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,40.0,0,150.2644,8,1202.116,-39.4579,-12.3477,-21.85,2.9,-23.354,-0.388,-33.557,-0.127,-1213.6656,-1213.702
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,40.0,0,150.2644,9,1352.38,-46.7836,-12.04,-26.05,2.047,-18.503,-2.909,-43.597,-2.527,-1213.6656,-1213.702
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,40.0,0,150.2644,10,1502.644,-3.1627,-13.0159,-54.65,1.955,-7.532,-15.398,-41.675,-5.436,-1213.6656,-1213.702
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,40.0,0,150.2644,11,1652.909,-2.887,-11.4696,-42.96,1.993,-14.581,-15.962,98.78,-5.756,-1213.6656,-1213.702
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,146.8324,40.0,0,150.2644,12,1803.173,-3.0411,-11.0836,-46.29,1.607,-15.478,-14.757,-51.858,-2.843,-1213.6656,-1213.702
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,207.6523,-40.0,0,202.9095,1,202.91,-9.7616,-9.8331,0.0,13.943,-6.272,-34.954,nan,nan,-9.8721,-9.8448
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,207.6523,-40.0,0,202.9095,2,405.819,-10.3015,-10.483,-14.73,6.875,-24.875,-25.163,45.911,-15.2,-9.8721,-9.8448
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,207.6523,-40.0,0,202.9095,3,608.729,-54.5267,-10.6225,-31.99,4.635,-10.72,-10.237,-11.151,-0.99,-9.8721,-9.8448
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,207.6523,-40.0,0,202.9095,4,811.638,-9.8125,-9.6532,-15.39,3.486,-29.152,-32.273,76.775,-18.193,-9.8721,-9.8448
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,207.6523,-40.0,0,202.9095,5,1014.548,59.3294,-10.0519,-31.65,3.208,-15.145,-9.918,-9.802,-1.161,-9.8721,-9.8448
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,207.6523,-40.0,0,202.9095,6,1217.457,-25.0524,-9.3884,-35.0,2.312,-13.254,-7.189,33.602,-4.547,-9.8721,-9.8448
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,207.6523,-40.0,0,202.9095,7,1420.367,5.3876,-9.7445,-39.9,2.141,-15.179,-15.653,-22.768,-2.65,-9.8721,-9.8448
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,207.6523,-40.0,0,202.9095,8,1623.276,-27.0722,-9.3428,-34.63,1.86,-5.476,-12.866,57.922,-0.016,-9.8721,-9.8448
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,207.6523,-40.0,0,202.9095,9,1826.186,-98.5239,-9.9021,-56.05,1.86,-18.882,-30.6,-25.03,-0.548,-9.8721,-9.8448
encodec_ft_encodec_ftm_flat_s0,3.0kbps,24000,note,207.6523,-40.0,0,202.9095,10,2029.095,-68.804,-9.8497,-62.8,1.524,-27.883,-42.402,-28.084,-6.979,-9.8721,-9.8448
