codec,rate_label,sample_rate,stimulus,reference_hz,delta_cents,rep,f_in_hz,k,f_k_hz,peak_shift_cents,in_peak_cents,in_level_db,width_cents,zero_level_db,grid_level_db,second_cents,second_level_db,est8_cents,est2_cents
encodec,3.0kbps,24000,tone,440.0,-40.0,0,429.9504,1,429.95,-0.0024,-0.001,0.0,6.544,0.0,-43.631,nan,nan,19.9978,-0.0856
encodec,3.0kbps,24000,tone,440.0,-40.0,0,429.9504,2,859.901,-0.1664,-0.001,-6.02,3.272,-0.037,-25.095,-60.328,-14.119,19.9978,-0.0856
encodec,3.0kbps,24000,tone,440.0,-40.0,0,429.9504,3,1289.851,0.0323,0.0008,-9.54,2.12,-0.005,-9.055,45.943,-1.814,19.9978,-0.0856
encodec,3.0kbps,24000,tone,440.0,-40.0,0,429.9504,4,1719.802,39.8102,0.0004,-12.04,2.387,-5.757,-0.13,59.465,-1.016,19.9978,-0.0856
encodec,3.0kbps,24000,tone,440.0,-40.0,0,429.9504,5,2149.752,51.9636,0.0001,-13.98,1.359,-22.318,-21.667,56.091,-6.803,19.9978,-0.0856
encodec,3.0kbps,24000,tone,440.0,-40.0,0,429.9504,6,2579.702,43.2152,-0.0001,-15.56,1.258,-18.527,-33.344,-71.61,-1.067,19.9978,-0.0856
encodec,3.0kbps,24000,tone,440.0,-40.0,0,429.9504,7,3009.653,37.1955,-0.0002,-16.9,0.915,-33.849,-36.347,48.403,-10.741,19.9978,-0.0856
encodec,3.0kbps,24000,tone,440.0,-40.0,0,429.9504,8,3439.603,42.4232,-0.0003,-18.06,0.854,-20.786,-12.013,-92.948,-2.584,19.9978,-0.0856
encodec,3.0kbps,24000,tone,440.0,-40.0,0,429.9504,9,3869.553,63.969,0.0002,-19.09,0.711,-21.22,-10.071,37.787,-0.776,19.9978,-0.0856
encodec,3.0kbps,24000,tone,440.0,-40.0,0,429.9504,10,4299.504,34.0183,0.0001,-20.0,0.642,-29.947,-27.287,4.168,-6.9,19.9978,-0.0856
encodec,3.0kbps,24000,tone,440.0,-40.0,0,429.9504,11,4729.454,52.4759,0.0,-20.83,0.577,-28.769,-26.215,85.93,-8.864,19.9978,-0.0856
encodec,3.0kbps,24000,tone,440.0,-40.0,0,429.9504,12,5159.405,-98.1613,-0.0001,-21.58,0.577,-39.215,-22.491,-45.702,-5.865,19.9978,-0.0856
encodec,3.0kbps,24000,tone,440.0,40.0,0,450.2845,1,450.285,-0.0547,0.0012,0.0,6.424,0.0,-26.896,nan,nan,-20.4475,0.1104
encodec,3.0kbps,24000,tone,440.0,40.0,0,450.2845,2,900.569,0.3122,0.0012,-6.02,3.035,-0.144,-41.504,-4.911,-13.728,-20.4475,0.1104
encodec,3.0kbps,24000,tone,440.0,40.0,0,450.2845,3,1350.854,0.1121,-0.0005,-9.54,2.522,-0.02,-22.847,-9.02,-8.06,-20.4475,0.1104
encodec,3.0kbps,24000,tone,440.0,40.0,0,450.2845,4,1801.138,-39.1394,-0.0001,-12.04,2.205,-3.281,-1.789,-0.812,-0.691,-20.4475,0.1104
encodec,3.0kbps,24000,tone,440.0,40.0,0,450.2845,5,2251.423,-31.2842,0.0002,-13.98,4.816,-15.352,-10.913,-35.224,-11.681,-20.4475,0.1104
encodec,3.0kbps,24000,tone,440.0,40.0,0,450.2845,6,2701.707,-24.3566,0.0003,-15.56,1.383,-14.569,-18.45,-50.906,-5.15,-20.4475,0.1104
encodec,3.0kbps,24000,tone,440.0,40.0,0,450.2845,7,3151.992,-42.8401,-0.0003,-16.9,1.018,-24.947,-38.471,-0.963,-11.99,-20.4475,0.1104
encodec,3.0kbps,24000,tone,440.0,40.0,0,450.2845,8,3602.276,-20.0571,-0.0001,-18.06,1.057,-15.82,-28.418,-18.4,-2.538,-20.4475,0.1104
encodec,3.0kbps,24000,tone,440.0,40.0,0,450.2845,9,4052.561,-17.8289,0.0,-19.08,0.869,-25.33,-20.618,61.746,-0.642,-20.4475,0.1104
encodec,3.0kbps,24000,tone,440.0,40.0,0,450.2845,10,4502.845,-44.4169,0.0002,-20.0,1.815,-30.211,-10.782,96.445,-1.121,-20.4475,0.1104
encodec,3.0kbps,24000,tone,440.0,40.0,0,450.2845,11,4953.13,-27.5406,-0.0002,-20.83,0.61,-29.431,-34.606,-68.56,-8.126,-20.4475,0.1104
encodec,3.0kbps,24000,tone,440.0,40.0,0,450.2845,12,5403.414,-25.3239,-0.0001,-21.58,0.566,-25.591,-17.146,-50.0,-6.401,-20.4475,0.1104
encodec,3.0kbps,24000,note,130.8128,-40.0,0,127.825,1,127.825,-0.4651,1.6875,0.0,29.775,-0.004,-17.333,44.146,-16.356,0.5128,0.216
encodec,3.0kbps,24000,note,130.8128,-40.0,0,127.825,2,255.65,0.2637,0.2397,20.21,10.848,-0.003,-30.783,nan,nan,0.5128,0.216
encodec,3.0kbps,24000,note,130.8128,-40.0,0,127.825,3,383.475,1.3007,1.0584,13.37,7.538,-0.378,-20.706,-20.192,-17.615,0.5128,0.216
encodec,3.0kbps,24000,note,130.8128,-40.0,0,127.825,4,511.3,0.1343,0.3869,-0.61,7.052,-0.005,-18.802,52.662,-9.768,0.5128,0.216
encodec,3.0kbps,24000,note,130.8128,-40.0,0,127.825,5,639.125,0.7694,0.503,-11.43,5.268,-0.256,-16.815,-71.179,-10.852,0.5128,0.216
encodec,3.0kbps,24000,note,130.8128,-40.0,0,127.825,6,766.95,1.5239,0.3077,-32.86,6.56,-0.416,-14.956,30.341,-2.665,0.5128,0.216
encodec,3.0kbps,24000,note,130.8128,-40.0,0,127.825,7,894.775,-76.918,1.1146,-36.72,3.657,-6.745,-15.971,92.883,-2.473,0.5128,0.216
encodec,3.0kbps,24000,note,130.8128,-40.0,0,127.825,8,1022.6,2.2645,0.9642,-38.95,2.748,-6.097,-24.354,-66.961,-3.258,0.5128,0.216
encodec,3.0kbps,24000,note,130.8128,-40.0,0,127.825,9,1150.425,-0.1486,1.125,-44.02,5.233,-0.032,-14.526,60.055,-1.413,0.5128,0.216
encodec,3.0kbps,24000,note,130.8128,-40.0,0,127.825,10,1278.25,13.0467,-1.05,-52.37,2.154,-2.666,-9.556,1.19,-0.116,0.5128,0.216
encodec,3.0kbps,24000,note,130.8128,-40.0,0,127.825,11,1406.075,60.1764,-0.2157,-55.63,2.15,-14.934,-14.581,12.402,-1.805,0.5128,0.216
encodec,3.0kbps,24000,note,130.8128,-40.0,0,127.825,12,1533.9,-90.4612,-0.1143,-65.94,2.15,-10.707,-21.171,55.391,-5.278,0.5128,0.216
encodec,3.0kbps,24000,note,130.8128,40.0,0,133.8704,1,133.87,-0.2621,2.1953,0.0,38.246,-0.001,-9.858,nan,nan,0.4882,0.3195
encodec,3.0kbps,24000,note,130.8128,40.0,0,133.8704,2,267.741,0.3774,0.3279,21.08,10.505,-0.012,-35.0,nan,nan,0.4882,0.3195
encodec,3.0kbps,24000,note,130.8128,40.0,0,133.8704,3,401.611,0.841,1.1523,14.01,7.397,-0.143,-27.075,nan,nan,0.4882,0.3195
encodec,3.0kbps,24000,note,130.8128,40.0,0,133.8704,4,535.482,0.2203,0.5057,-0.37,6.067,-0.012,-12.546,-35.855,-5.33,0.4882,0.3195
encodec,3.0kbps,24000,note,130.8128,40.0,0,133.8704,5,669.352,0.6446,0.624,-11.36,4.438,-0.269,-17.076,-37.003,-7.114,0.4882,0.3195
encodec,3.0kbps,24000,note,130.8128,40.0,0,133.8704,6,803.222,-57.1591,0.4587,-32.98,4.334,-2.963,-18.746,-0.559,-2.793,0.4882,0.3195
encodec,3.0kbps,24000,note,130.8128,40.0,0,133.8704,7,937.093,1.6233,1.1866,-36.63,3.507,-2.382,-5.441,-7.297,-1.691,0.4882,0.3195
encodec,3.0kbps,24000,note,130.8128,40.0,0,133.8704,8,1070.963,2.5065,1.1224,-39.3,2.401,-9.619,-10.723,-6.416,-1.97,0.4882,0.3195
encodec,3.0kbps,24000,note,130.8128,40.0,0,133.8704,9,1204.834,-6.1196,1.2852,-44.17,2.31,-1.504,-20.417,-0.23,-1.447,0.4882,0.3195
encodec,3.0kbps,24000,note,130.8128,40.0,0,133.8704,10,1338.704,-100.0044,-1.1668,-53.07,0.878,-2.555,-7.789,-1.24,-1.056,0.4882,0.3195
encodec,3.0kbps,24000,note,130.8128,40.0,0,133.8704,11,1472.574,-5.9181,-0.0928,-55.77,1.917,-25.303,-25.735,-89.109,-5.753,0.4882,0.3195
encodec,3.0kbps,24000,note,130.8128,40.0,0,133.8704,12,1606.445,63.4154,-78.3575,-65.05,2.64,-2.062,-17.911,-0.953,-0.123,0.4882,0.3195
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,1,241.301,0.9224,0.8396,0.0,11.817,-0.062,-34.884,nan,nan,0.9351,0.9354
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,2,482.603,1.342,1.4023,-24.44,9.026,-0.284,-14.301,-30.67,-12.357,0.9351,0.9354
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,3,723.904,-20.2015,0.9072,-49.34,6.587,-0.937,-18.999,-0.376,-0.772,0.9351,0.9354
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,4,965.206,2.6898,1.3396,-70.0,3.443,-9.219,-21.846,-12.008,-2.502,0.9351,0.9354
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,5,1206.507,-9.4385,0.8928,-76.34,2.51,-8.741,-18.352,-0.036,-8.735,0.9351,0.9354
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,6,1447.809,-7.3508,21.7151,-79.41,2.144,-6.008,-28.321,1.238,-3.087,0.9351,0.9354
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,7,1689.11,0.7887,70.3592,-78.71,2.274,-1.401,-15.286,36.482,-7.661,0.9351,0.9354
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,8,1930.412,1.4471,21.4214,-72.71,1.805,-8.126,-21.992,96.855,-4.185,0.9351,0.9354
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,9,2171.713,-10.7349,21.8749,-79.76,1.322,-12.177,-18.32,-58.103,-6.953,0.9351,0.9354
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,10,2413.015,-9.2469,21.6945,-83.74,1.271,-32.578,-14.948,72.343,-6.094,0.9351,0.9354
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,11,2654.316,67.1421,25.1615,-85.36,1.063,-24.719,-18.65,-8.633,-5.479,0.9351,0.9354
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,12,2895.618,-83.4947,21.4591,-86.73,1.063,-12.792,-20.475,61.31,-2.699,0.9351,0.9354
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,1,252.714,0.8286,0.9541,0.0,11.442,-0.067,-36.445,nan,nan,0.8566,0.8562
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,2,505.427,1.6471,1.4196,-25.34,8.695,-0.514,-26.613,-18.242,-11.731,0.8566,0.8562
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,3,758.141,-83.5582,0.918,-50.4,5.264,-11.703,-9.703,8.463,-0.809,0.8566,0.8562
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,4,1010.855,3.1062,1.3411,-71.05,3.052,-20.39,-15.901,-63.514,-5.187,0.8566,0.8562
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,5,1263.568,-89.4167,1.0305,-77.08,2.378,-6.55,-14.871,-0.13,-6.514,0.8566,0.8562
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,6,1516.282,-74.1074,21.7289,-78.7,2.046,-7.252,-14.674,1.14,-3.335,0.8566,0.8562
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,7,1768.996,29.8986,70.377,-78.48,1.629,-1.818,-15.454,0.479,-1.087,0.8566,0.8562
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,8,2021.709,1.3119,21.4064,-71.92,1.645,-10.424,-16.463,-55.42,-3.709,0.8566,0.8562
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,9,2274.423,93.0644,21.8664,-78.95,1.222,-20.224,-23.086,-25.378,-9.02,0.8566,0.8562
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,10,2527.137,-89.3394,21.6609,-83.32,1.222,-22.288,-27.577,-23.447,-7.777,0.8566,0.8562
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,11,2779.85,-20.2164,25.1707,-84.5,1.154,-15.661,-19.687,-81.163,-6.483,0.8566,0.8562
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,12,3032.564,-18.875,21.479,-85.93,0.832,-16.934,-17.794,81.248,-11.932,0.8566,0.8562
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,1,241.301,-2.839,-3.0326,0.0,11.186,-0.831,-26.673,16.568,-7.249,1.3345,-3.1213
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,2,482.603,-3.1783,-3.0299,0.31,5.84,-3.636,-28.39,-60.425,-18.051,1.3345,-3.1213
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,3,723.904,3.4007,3.2267,-4.2,3.769,-15.753,-35.549,-2.841,-2.771,1.3345,-3.1213
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,4,965.206,1.6744,1.6619,-3.8,2.871,-5.003,-17.55,-3.02,-0.345,1.3345,-3.1213
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,5,1206.507,-9.3633,-3.0259,-15.17,2.444,-12.774,-8.253,95.512,-2.215,1.3345,-3.1213
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,6,1447.809,24.2631,-3.0323,-11.3,2.267,-21.359,-9.454,61.178,-0.176,1.3345,-3.1213
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,7,1689.11,36.3488,2.3356,-18.05,1.585,-21.578,-10.963,39.007,-5.419,1.3345,-3.1213
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,8,1930.412,17.6041,-0.6872,-13.71,1.707,-14.217,-34.886,45.64,-0.227,1.3345,-3.1213
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,9,2171.713,2.5711,1.1436,-16.8,1.403,-19.804,-10.037,27.252,-6.801,1.3345,-3.1213
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,10,2413.015,-9.4228,-1.1565,-15.03,1.205,-22.043,-23.35,57.284,-4.276,1.3345,-3.1213
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,11,2654.316,-8.7477,2.0886,-18.66,1.065,-19.845,-8.658,-6.983,-7.478,1.3345,-3.1213
encodec,3.0kbps,24000,note,246.9417,-40.0,0,241.3015,12,2895.618,-8.3494,-1.4643,-15.81,0.963,-29.765,-32.103,-17.833,-17.284,1.3345,-3.1213
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,1,252.714,-2.8005,-2.9332,0.0,11.153,-0.787,-18.271,15.729,-8.189,-6.1037,-2.9088
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,2,505.427,-2.9198,-3.043,0.27,5.654,-3.155,-26.9,-35.76,-17.387,-6.1037,-2.9088
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,3,758.141,3.3438,3.1732,-4.19,4.016,-16.681,-23.472,-3.175,-4.445,-6.1037,-2.9088
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,4,1010.855,-3.0951,1.6234,-3.74,2.788,-6.068,-19.679,1.531,-0.845,-6.1037,-2.9088
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,5,1263.568,-30.0955,-3.0275,-15.22,3.254,-15.079,-12.643,-22.065,-1.986,-6.1037,-2.9088
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,6,1516.282,-18.8495,-3.0089,-11.32,1.981,-14.867,-15.423,-25.546,-6.52,-6.1037,-2.9088
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,7,1768.996,-43.5904,2.324,-18.09,1.769,-21.212,-24.365,-34.515,-5.505,-6.1037,-2.9088
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,8,2021.709,-47.1829,-0.6996,-13.63,1.49,-23.466,-6.846,-29.409,-0.264,-6.1037,-2.9088
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,9,2274.423,-47.6339,1.1495,-16.83,3.082,-23.774,-10.505,-45.597,-1.006,-6.1037,-2.9088
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,10,2527.137,83.7003,-1.1672,-15.04,1.076,-29.561,-4.497,-26.342,-4.492,-6.1037,-2.9088
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,11,2779.85,75.9804,2.083,-18.69,0.982,-28.001,-37.024,-81.312,-2.858,-6.1037,-2.9088
encodec,3.0kbps,24000,note,246.9417,40.0,0,252.7137,12,3032.564,-74.6561,-1.4737,-15.83,0.982,-28.812,-30.755,71.182,-4.655,-6.1037,-2.9088
encodec,3.0kbps,24000,note,415.3047,-40.0,0,405.8191,1,405.819,-3.0737,-3.0325,0.0,7.043,-2.362,-26.309,15.504,-8.181,-4.9661,-3.1088
encodec,3.0kbps,24000,note,415.3047,-40.0,0,405.8191,2,811.638,-3.1207,-3.0298,0.35,3.375,-12.773,-21.937,6.043,-6.852,-4.9661,-3.1088
encodec,3.0kbps,24000,note,415.3047,-40.0,0,405.8191,3,1217.457,3.4132,3.2209,-4.27,2.501,-25.564,-24.162,-3.079,-4.578,-4.9661,-3.1088
encodec,3.0kbps,24000,note,415.3047,-40.0,0,405.8191,4,1623.276,1.7645,1.6648,-3.88,1.658,-16.594,-9.468,-2.81,-0.938,-4.9661,-3.1088
encodec,3.0kbps,24000,note,415.3047,-40.0,0,405.8191,5,2029.095,-46.7119,-3.0381,-15.0,1.465,-25.92,-0.87,-42.974,-3.5,-4.9661,-3.1088
encodec,3.0kbps,24000,note,415.3047,-40.0,0,405.8191,6,2434.915,-25.0003,-3.0337,-11.36,1.09,-17.038,-9.52,28.375,-3.871,-4.9661,-3.1088
encodec,3.0kbps,24000,note,415.3047,-40.0,0,405.8191,7,2840.734,-21.8684,2.33,-18.13,1.059,-24.861,-26.217,50.564,-3.28,-4.9661,-3.1088
encodec,3.0kbps,24000,note,415.3047,-40.0,0,405.8191,8,3246.553,-19.4893,-0.6926,-13.83,0.864,-25.204,-25.528,-17.271,-10.594,-4.9661,-3.1088
encodec,3.0kbps,24000,note,415.3047,-40.0,0,405.8191,9,3652.372,-25.015,1.139,-16.87,0.793,-29.915,-17.243,45.605,-11.872,-4.9661,-3.1088
encodec,3.0kbps,24000,note,415.3047,-40.0,0,405.8191,10,4058.191,-22.8272,-1.1534,-15.14,0.673,-27.505,-17.044,-55.562,-3.769,-4.9661,-3.1088
encodec,3.0kbps,24000,note,415.3047,-40.0,0,405.8191,11,4464.01,-56.824,2.088,-18.73,0.651,-33.96,-41.599,-50.67,-4.906,-4.9661,-3.1088
encodec,3.0kbps,24000,note,415.3047,-40.0,0,405.8191,12,4869.829,90.1402,-1.4699,-15.95,0.541,-30.199,-40.507,91.633,-8.076,-4.9661,-3.1088
encodec,3.0kbps,24000,note,415.3047,40.0,0,425.012,1,425.012,-2.9713,-3.0188,0.0,6.724,-2.358,-14.587,15.495,-7.788,-17.1248,-3.0621
encodec,3.0kbps,24000,note,415.3047,40.0,0,425.012,2,850.024,-3.0936,-3.0366,0.35,3.269,-13.993,-16.426,6.555,-9.929,-17.1248,-3.0621
encodec,3.0kbps,24000,note,415.3047,40.0,0,425.012,3,1275.036,3.2658,3.2113,-4.28,2.481,-7.302,-10.679,-3.023,-3.416,-17.1248,-3.0621
encodec,3.0kbps,24000,note,415.3047,40.0,0,425.012,4,1700.048,-37.1991,1.6535,-3.89,1.762,-14.377,-7.537,-3.038,-2.791,-17.1248,-3.0621
encodec,3.0kbps,24000,note,415.3047,40.0,0,425.012,5,2125.06,-20.5895,-3.0383,-14.98,1.321,-17.06,-17.435,-22.489,-4.757,-17.1248,-3.0621
encodec,3.0kbps,24000,note,415.3047,40.0,0,425.012,6,2550.072,-32.3127,-3.033,-11.36,1.172,-19.033,-20.371,-35.468,-3.734,-17.1248,-3.0621
encodec,3.0kbps,24000,note,415.3047,40.0,0,425.012,7,2975.084,-29.4044,2.3292,-18.14,0.989,-32.993,-29.36,-90.066,-7.688,-17.1248,-3.0621
encodec,3.0kbps,24000,note,415.3047,40.0,0,425.012,8,3400.096,-24.9716,-0.6926,-13.83,0.816,-20.8,-14.435,-78.976,-8.177,-17.1248,-3.0621
encodec,3.0kbps,24000,note,415.3047,40.0,0,425.012,9,3825.108,87.8772,1.1404,-16.87,0.758,-11.551,-13.903,-40.779,-2.447,-17.1248,-3.0621
encodec,3.0kbps,24000,note,415.3047,40.0,0,425.012,10,4250.12,-20.5446,-1.1586,-15.15,0.623,-29.731,-23.221,-94.522,-5.067,-17.1248,-3.0621
encodec,3.0kbps,24000,note,415.3047,40.0,0,425.012,11,4675.132,8.1281,2.0868,-18.74,0.709,-11.93,-5.702,-4.138,-3.984,-17.1248,-3.0621
encodec,3.0kbps,24000,note,415.3047,40.0,0,425.012,12,5100.144,-25.7198,-1.4718,-15.95,0.552,-18.127,-24.117,16.572,-6.267,-17.1248,-3.0621
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,1,286.957,-2.0562,-1.98,0.0,9.954,-0.493,-26.315,-26.348,-10.274,-3.1531,-1.8734
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,2,573.915,-1.7564,-1.6842,-3.95,4.976,-1.585,-28.305,9.384,-3.335,-3.1531,-1.8734
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,3,860.872,-9.4363,6.0794,-9.77,3.425,-6.869,-18.523,5.74,-0.886,-3.1531,-1.8734
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,4,1147.83,5.1659,4.3688,-15.05,5.131,-6.179,-11.834,10.31,-0.275,-3.1531,-1.8734
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,5,1434.787,40.981,7.9719,-23.14,2.023,-25.754,-3.991,-51.429,-2.546,-3.1531,-1.8734
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,6,1721.745,-60.3232,-8.8531,-30.61,3.218,-21.083,-23.338,34.359,-2.704,-3.1531,-1.8734
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,7,2008.702,46.8915,-7.5954,-42.01,1.805,-14.446,-1.444,-28.292,-0.752,-3.1531,-1.8734
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,8,2295.659,11.934,-8.8056,-60.38,1.646,-13.043,-2.372,39.287,-1.833,-3.1531,-1.8734
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,9,2582.617,68.4389,-8.5481,-52.72,1.239,-28.437,-22.96,-64.161,-9.592,-3.1531,-1.8734
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,10,2869.574,61.6766,-10.0819,-51.61,1.159,-26.442,-27.111,59.308,-3.669,-3.1531,-1.8734
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,11,3156.532,53.98,-9.1703,-53.57,0.961,-19.413,-17.639,57.86,-0.036,-3.1531,-1.8734
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,12,3443.489,-96.6568,-10.3971,-56.71,0.961,-27.184,-7.676,-92.777,-0.036,-3.1531,-1.8734
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,1,300.529,-1.7898,-1.9006,0.0,9.371,-0.418,-25.496,21.449,-9.743,-5.9746,-1.7646
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,2,601.058,-1.7904,-1.6691,-4.12,4.752,-1.882,-27.096,-13.276,-0.511,-5.9746,-1.7646
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,3,901.587,-8.979,6.0793,-10.13,3.313,-8.153,-17.171,6.102,-2.498,-5.9746,-1.7646
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,4,1202.116,-19.9398,4.3761,-15.66,3.635,-11.771,-17.383,-32.247,-0.482,-5.9746,-1.7646
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,5,1502.644,-38.707,7.9917,-23.86,2.912,-17.063,-4.525,-44.325,-2.28,-5.9746,-1.7646
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,6,1803.173,-47.2783,6.6391,-31.42,5.191,-20.997,-11.433,-33.142,-3.059,-5.9746,-1.7646
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,7,2103.702,-9.0469,5.6856,-42.79,2.121,-4.776,-0.168,-5.909,-0.473,-5.9746,-1.7646
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,8,2404.231,-36.5451,-8.903,-61.62,2.911,-11.866,-19.714,-22.418,-0.926,-5.9746,-1.7646
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,9,2704.76,-2.8431,-8.5479,-54.67,1.335,-9.176,-19.776,-5.396,-6.026,-5.9746,-1.7646
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,10,3005.289,-5.1473,8.4812,-53.19,1.151,-3.308,-10.585,-0.436,-1.252,-5.9746,-1.7646
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,11,3305.818,-4.5679,-9.1697,-55.11,1.142,-5.716,-18.306,-6.742,-2.879,-5.9746,-1.7646
encodec,3.0kbps,24000,note,293.6648,40.0,0,300.5289,12,3606.347,-24.0267,8.932,-58.03,1.214,-13.513,-23.902,-37.303,-2.814,-5.9746,-1.7646
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,1,286.957,0.2395,0.1411,0.0,10.079,-0.01,-31.897,nan,nan,0.7662,0.765
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,2,573.915,4.8916,4.5954,-12.98,5.095,-12.65,-30.525,-19.561,-19.171,0.7662,0.765
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,3,860.872,0.6781,10.9457,-41.52,4.371,-0.283,-6.173,42.147,-1.019,0.7662,0.765
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,4,1147.83,76.7463,2.5072,-95.55,2.081,-5.428,-13.609,41.833,-4.357,0.7662,0.765
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,5,1434.787,62.1513,0.2989,-91.75,1.865,-0.739,-26.761,0.171,-0.706,0.7662,0.765
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,6,1721.745,2.2497,1.6275,-96.5,1.448,-7.465,-15.455,-87.444,-0.923,0.7662,0.765
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,7,2008.702,1.8293,-0.0962,-97.4,1.655,-11.769,-13.988,-51.465,-0.037,0.7662,0.765
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,8,2295.659,95.294,1.2936,-98.4,1.421,-22.96,-20.992,76.693,-5.426,0.7662,0.765
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,9,2582.617,85.4517,-0.2605,-103.36,0.993,-14.783,-24.549,68.804,-5.202,0.7662,0.765
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,10,2869.574,76.8935,0.9776,-96.76,1.017,-25.384,-24.649,-96.944,-1.204,0.7662,0.765
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,11,3156.532,70.103,42.8423,-100.66,0.904,-20.584,-38.83,-88.106,-0.595,0.7662,0.765
encodec,3.0kbps,24000,note,293.6648,-40.0,0,286.9574,12,3443.489,-80.5341,39.9433,-96.64,0.904,-21.744,-25.372,64.575,-4.507,0.7662,0.765
