codec,rate_label,sample_rate,seed,theta_cents,f1_nominal,f2_nominal,reference_label,rep,f1_hat_coded,f2_hat_coded,f1_hat_uncoded,f2_hat_uncoded,f1_crosscheck_coded,f2_crosscheck_coded,disagreement_f1_cents,disagreement_f2_cents,octave_flag,interval_coded_cents,interval_uncoded_cents,residual_coded_cents,residual_uncoded_cents,abs_residual_f2_coded_cents,abs_residual_f2_uncoded_cents
encodec,1.5kbps,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,0,440.2797985393515,439.9070820899954,439.99999890643517,439.9999989203443,440.2797985393515,439.9070820899954,0.0,0.0,0,-1.4661873757503254,5.472708211618874e-08,-1.4661873757503254,5.472708211618874e-08,-0.3656355391161364,-4.248038008234651e-06
encodec,1.5kbps,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,1,440.15246856106484,440.1005630904563,439.99999890817907,439.99999891358925,440.15246856106484,440.1005630904563,0.0,0.0,0,-0.2041697442060861,2.1287153528899714e-08,-0.2041697442060861,2.1287153528899714e-08,0.3956326227624471,-4.274616581728104e-06
encodec,1.5kbps,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,2,440.5640147381791,440.0228472442058,439.99999891806067,439.9999989143099,440.5640147381791,440.0228472442058,0.0,0.0,0,-2.1278711963794352,-1.4757737423427693e-08,-2.1278711963794352,-1.4757737423427693e-08,0.08989295500515801,-4.271780972648458e-06
encodec,1.5kbps,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,3,440.1113028488626,440.5580596512003,439.9999989132737,439.9999989089345,440.1113028488626,440.5580596512003,0.0,0.0,0,1.7564836183486583,-1.7073045963346246e-08,1.7564836183486583,-1.7073045963346246e-08,2.1943629686367525,-4.292931275849563e-06
encodec,1.5kbps,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,4,440.09748640111957,439.97283946585935,439.9999989199129,439.9999989139952,440.09748640111957,439.97283946585935,0.0,0.0,0,-0.49039949089207463,-2.3283785200484923e-08,-0.49039949089207463,-2.3283785200484923e-08,-0.10686975643157601,-4.273019161063769e-06
encodec,1.5kbps,24000,20260826,0.0,452.8929,452.8929,452.9Hz_+50c,0,450.51375494206434,454.8267464291717,452.8929010465134,452.8929010391853,450.4576775702324,455.5008181803863,0.21550751138082555,-2.563859924424139,0,16.49512905256124,-2.8012427131366254e-08,16.49512905256124,-2.8012427131366254e-08,7.376607661268799,3.972402496508183e-06
encodec,1.5kbps,24000,20260826,0.0,452.8929,452.8929,452.9Hz_+50c,1,452.82654453792065,450.0863699543965,452.8929010416567,452.8929010401568,458.78314227245664,450.0863699543965,-22.624620446370713,0.0,0,-10.507985935777553,-5.733684962127663e-09,-10.507985935777553,-5.733684962127663e-09,-10.761655736490415,3.9761162929140605e-06
encodec,1.5kbps,24000,20260826,0.0,452.8929,452.8929,452.9Hz_+50c,2,448.3795148404267,453.6675304024492,452.8929010469178,452.8929010376845,448.3795148404267,452.0528853526778,0.0,6.172614418241775,0,20.29804878614607,-3.529528915086247e-08,20.29804878614607,-3.529528915086247e-08,2.958582372601286,3.966665928475366e-06
encodec,1.5kbps,24000,20260826,0.0,452.8929,452.8929,452.9Hz_+50c,3,455.6355538407156,450.7379395087494,452.89290104897003,452.8929010538118,451.914035972048,450.0883007046582,14.198352648379473,2.4969899010525545,0,-18.70972458295603,1.8508245105402287e-08,-18.70972458295603,1.8508245105402287e-08,-8.257239319890942,4.028313949343033e-06
encodec,1.5kbps,24000,20260826,0.0,452.8929,452.8929,452.9Hz_+50c,4,449.5906709146441,454.37257976777903,452.8929010417582,452.89290105219743,449.1835903872374,453.4555617448969,1.5682507795219134,3.4975196123257333,0,18.316409748701464,3.990534023168282e-08,18.316409748701464,3.990534023168282e-08,5.647022451740416,4.022142996677492e-06
