cents,f0,rep,q0_mode,q0_nuniq,q1_mode,q1_nuniq,q2_mode,q2_nuniq,q3_mode,q3_nuniq
304.0,262.2307475751889,0,877,9,401,4,664,14,42,16
304.0,262.2307475751889,1,877,7,401,5,114,18,257,16
304.0,262.2307475751889,2,757,7,486,4,344,9,286,16
306.0,262.53386346697886,0,406,6,486,3,886,8,923,5
306.0,262.53386346697886,1,877,7,486,4,474,5,661,9
306.0,262.53386346697886,2,995,5,486,7,976,7,235,9
308.0,262.83732973432427,0,877,7,486,5,474,10,523,15
308.0,262.83732973432427,1,546,9,401,8,664,20,684,23
308.0,262.83732973432427,2,877,9,486,5,265,13,235,13
310.0,263.1411467822288,0,406,10,486,5,109,22,902,26
310.0,263.1411467822288,1,546,14,401,9,7,21,523,22
310.0,263.1411467822288,2,462,15,3,9,383,16,923,26
312.0,263.4453150161643,0,200,11,486,9,344,20,480,24
312.0,263.4453150161643,1,757,12,486,6,886,21,684,27
312.0,263.4453150161643,2,757,13,486,5,474,26,549,27
314.0,263.7498348420711,0,84,12,486,7,830,23,502,24
314.0,263.7498348420711,1,757,10,486,5,474,22,923,26
314.0,263.7498348420711,2,546,15,401,10,642,18,923,27
316.0,264.05470666635887,0,877,13,486,6,344,22,666,31
316.0,264.05470666635887,1,877,13,486,5,474,24,923,27
316.0,264.05470666635887,2,546,12,486,6,383,21,502,24
318.0,264.35993089590715,0,757,9,486,5,688,22,1013,26
318.0,264.35993089590715,1,757,16,486,9,474,24,684,30
318.0,264.35993089590715,2,406,10,486,8,474,21,477,24
320.0,264.6655079380657,0,757,13,486,10,474,22,480,23
320.0,264.6655079380657,1,757,12,486,6,313,21,151,27
320.0,264.6655079380657,2,757,12,486,5,313,21,923,20
322.0,264.97143820065503,0,406,12,486,6,664,18,549,24
322.0,264.97143820065503,1,757,15,486,8,474,19,923,19
322.0,264.97143820065503,2,546,12,486,7,344,21,923,21
324.0,265.2777220919673,0,757,12,486,6,265,24,523,27
324.0,265.2777220919673,1,757,12,486,8,886,18,330,27
324.0,265.2777220919673,2,877,12,486,7,886,23,502,28
326.0,265.58436002076644,0,757,15,486,9,383,25,923,26
326.0,265.58436002076644,1,546,11,486,7,642,19,338,24
326.0,265.58436002076644,2,757,13,486,7,474,21,1013,28
328.0,265.891352396289,0,200,12,486,8,976,15,235,19
328.0,265.891352396289,1,877,10,486,6,886,16,923,16
328.0,265.891352396289,2,546,14,401,9,15,20,923,23
330.0,266.19869962824436,0,877,12,486,11,886,26,190,29
330.0,266.19869962824436,1,757,16,486,10,474,20,661,25
330.0,266.19869962824436,2,406,13,486,9,265,24,438,28
332.0,266.50640212681583,0,877,10,486,6,474,22,923,23
332.0,266.50640212681583,1,546,14,401,10,474,16,923,26
332.0,266.50640212681583,2,757,13,486,7,976,23,923,22
334.0,266.81446030266045,0,546,14,486,8,474,20,46,32
334.0,266.81446030266045,1,702,13,401,12,474,20,923,26
334.0,266.81446030266045,2,877,13,486,10,244,22,276,29
336.0,267.12287456691035,0,757,12,486,6,265,22,338,26
336.0,267.12287456691035,1,757,11,486,7,137,22,523,27
336.0,267.12287456691035,2,877,13,486,6,474,23,923,27
338.0,267.43164533117255,0,995,13,401,12,435,22,923,23
338.0,267.43164533117255,1,200,14,486,6,265,24,523,28
338.0,267.43164533117255,2,546,13,486,9,474,21,923,25
340.0,267.74077300753004,0,406,11,486,5,474,21,862,22
340.0,267.74077300753004,1,995,10,486,7,383,19,923,22
340.0,267.74077300753004,2,703,9,401,8,642,17,923,21
342.0,268.0502580085421,0,200,15,486,11,332,22,48,25
342.0,268.0502580085421,1,546,14,486,8,7,25,338,27
342.0,268.0502580085421,2,406,13,486,6,474,20,338,25
344.0,268.36010074724487,0,757,16,486,8,344,22,523,31
344.0,268.36010074724487,1,877,11,486,7,474,23,794,28
344.0,268.36010074724487,2,877,14,486,5,731,25,126,30
346.0,268.670301637152,0,546,10,486,9,474,19,276,22
346.0,268.670301637152,1,200,12,486,7,453,22,923,23
346.0,268.670301637152,2,703,10,486,7,642,20,622,23
348.0,268.98086109225505,0,546,11,486,9,474,25,622,26
348.0,268.98086109225505,1,757,13,486,7,265,28,818,30
348.0,268.98086109225505,2,728,11,486,8,474,24,560,29
350.0,269.2917795270242,0,757,13,486,8,474,20,661,26
350.0,269.2917795270242,1,757,16,486,10,474,25,482,29
350.0,269.2917795270242,2,546,14,486,13,474,22,286,26
352.0,269.60305735640844,0,546,13,486,8,474,26,899,33
352.0,269.60305735640844,1,546,13,486,9,435,21,338,28
352.0,269.60305735640844,2,995,11,486,9,474,22,276,26
354.0,269.9146949958369,0,200,11,486,7,474,16,731,20
354.0,269.9146949958369,1,703,11,486,8,332,16,923,13
354.0,269.9146949958369,2,406,9,486,7,344,15,349,21
356.0,270.22669286121845,0,200,11,486,7,474,18,280,27
356.0,270.22669286121845,1,995,10,486,9,474,20,923,21
356.0,270.22669286121845,2,757,14,486,6,453,21,549,23
358.0,270.539051368943,0,757,14,486,9,474,22,560,32
358.0,270.539051368943,1,546,16,401,11,576,23,923,22
358.0,270.539051368943,2,757,14,486,8,344,21,923,28
360.0,270.8517709358816,0,579,12,486,8,435,22,48,25
360.0,270.8517709358816,1,546,13,486,9,435,25,622,26
360.0,270.8517709358816,2,877,12,486,6,137,23,48,24
362.0,271.16485197938727,0,200,12,486,6,886,22,280,23
362.0,271.16485197938727,1,757,13,486,9,731,19,276,24
362.0,271.16485197938727,2,757,13,486,10,474,18,324,21
364.0,271.4782949172954,0,546,16,486,12,474,23,235,28
364.0,271.4782949172954,1,546,13,401,10,435,22,899,26
364.0,271.4782949172954,2,877,13,486,9,344,25,46,28
366.0,271.7921001679244,0,567,15,486,14,474,21,409,23
366.0,271.7921001679244,1,546,12,486,6,474,16,338,23
366.0,271.7921001679244,2,546,11,486,10,7,20,899,22
368.0,272.10626815007623,0,579,14,486,10,435,19,515,27
368.0,272.10626815007623,1,995,13,401,11,474,19,276,26
368.0,272.10626815007623,2,877,14,486,9,474,24,899,26
370.0,272.4207992830369,0,703,16,486,12,474,20,899,26
370.0,272.4207992830369,1,877,13,486,9,474,22,276,28
370.0,272.4207992830369,2,546,13,486,10,474,21,899,26
372.0,272.7356939865771,0,703,11,486,9,7,17,46,18
372.0,272.7356939865771,1,579,11,486,5,886,16,409,20
372.0,272.7356939865771,2,652,11,486,7,886,17,166,23
374.0,273.0509526809526,0,579,15,486,10,435,23,276,26
374.0,273.0509526809526,1,579,16,486,10,474,19,577,31
374.0,273.0509526809526,2,652,14,401,10,435,21,48,25
376.0,273.36657578690534,0,579,14,486,9,474,25,899,27
376.0,273.36657578690534,1,579,15,486,8,474,24,899,29
376.0,273.36657578690534,2,200,14,486,10,344,26,405,29
378.0,273.68256372566316,0,703,16,486,9,435,23,409,29
378.0,273.68256372566316,1,546,13,486,8,435,21,409,26
378.0,273.68256372566316,2,877,13,486,7,474,21,577,31
380.0,273.99891691894106,0,579,16,486,13,474,19,771,29
380.0,273.99891691894106,1,546,14,401,11,435,26,155,31
380.0,273.99891691894106,2,200,14,486,11,453,25,405,34
382.0,274.3156357889414,0,406,14,486,10,474,20,155,23
382.0,274.3156357889414,1,200,14,486,9,474,22,166,28
382.0,274.3156357889414,2,363,14,486,10,137,28,136,30
384.0,274.6327207583546,0,757,12,486,7,474,18,409,23
384.0,274.6327207583546,1,579,12,486,8,474,19,48,26
384.0,274.6327207583546,2,706,11,486,8,137,19,367,20
386.0,274.95017225035974,0,703,6,538,8,117,11,409,12
386.0,274.95017225035974,1,546,8,486,7,435,10,48,11
386.0,274.95017225035974,2,652,7,486,7,822,11,463,15
388.0,275.26799068862493,0,995,9,486,7,137,15,166,19
388.0,275.26799068862493,1,757,9,486,6,381,15,899,14
388.0,275.26799068862493,2,262,12,486,10,474,16,276,25
390.0,275.58617649730814,0,757,19,486,13,474,20,899,29
390.0,275.58617649730814,1,579,14,486,12,576,22,48,25
390.0,275.58617649730814,2,546,11,486,10,435,17,166,26
392.0,275.90473010105745,0,652,13,486,9,453,23,276,28
392.0,275.90473010105745,1,546,10,486,11,435,22,276,25
392.0,275.90473010105745,2,200,14,486,10,895,23,284,27
394.0,276.223651925012,0,406,14,486,8,453,26,48,29
394.0,276.223651925012,1,406,14,486,9,90,27,280,31
394.0,276.223651925012,2,546,15,486,8,474,22,550,24
396.0,276.54294239480225,0,703,15,486,10,694,22,280,25
396.0,276.54294239480225,1,546,12,486,11,435,18,48,20
396.0,276.54294239480225,2,546,13,486,10,137,19,899,24
398.0,276.86260193655056,0,546,12,486,7,435,23,235,25
398.0,276.86260193655056,1,262,13,486,7,474,19,878,23
398.0,276.86260193655056,2,877,13,486,12,137,21,474,24
400.0,277.1826309768721,0,406,13,486,7,435,21,409,29
400.0,277.1826309768721,1,652,15,486,12,435,19,482,23
400.0,277.1826309768721,2,446,16,486,11,435,23,276,30
402.0,277.5030299428749,0,262,13,486,7,474,16,166,19
402.0,277.5030299428749,1,652,11,486,7,474,16,166,16
402.0,277.5030299428749,2,546,11,486,7,435,15,771,19
404.0,277.8237992621609,0,877,14,486,8,474,20,48,25
404.0,277.8237992621609,1,995,12,486,8,474,22,899,24
404.0,277.8237992621609,2,546,13,486,8,453,20,515,25
406.0,278.1449393628261,0,546,14,486,12,435,21,155,20
406.0,278.1449393628261,1,446,13,486,9,474,21,409,24
406.0,278.1449393628261,2,200,14,486,13,474,26,280,30
408.0,278.46645067346157,0,995,10,401,9,474,18,276,17
408.0,278.46645067346157,1,446,13,486,10,474,19,166,23
408.0,278.46645067346157,2,579,12,486,10,474,21,166,22
410.0,278.7883336231537,0,652,15,486,11,474,19,577,26
410.0,278.7883336231537,1,446,14,486,10,474,21,48,26
410.0,278.7883336231537,2,995,10,486,11,435,16,279,30
412.0,279.11058864148475,0,652,14,486,11,435,22,280,24
412.0,279.11058864148475,1,652,13,486,9,435,20,48,27
412.0,279.11058864148475,2,262,11,486,9,435,19,550,28
414.0,279.4332161585337,0,579,14,486,12,453,19,48,21
414.0,279.4332161585337,1,546,14,626,9,435,18,166,22
414.0,279.4332161585337,2,579,15,486,8,474,22,136,32
416.0,279.75621660487667,0,652,15,486,11,435,24,48,30
416.0,279.75621660487667,1,446,16,486,10,435,23,48,28
416.0,279.75621660487667,2,652,17,486,12,474,17,280,24
418.0,280.0795904115873,0,200,14,486,12,453,22,276,28
418.0,280.0795904115873,1,262,14,486,12,435,18,48,26
418.0,280.0795904115873,2,579,14,486,12,435,22,166,25
420.0,280.4033380102377,0,262,14,486,12,756,20,48,29
420.0,280.4033380102377,1,652,14,486,9,756,19,48,26
420.0,280.4033380102377,2,262,14,486,13,435,22,463,29
422.0,280.7274598328987,0,446,16,486,10,435,26,378,28
422.0,280.7274598328987,1,546,14,626,14,435,19,48,27
422.0,280.7274598328987,2,579,14,486,14,756,22,48,27
424.0,281.0519563121409,0,446,14,626,6,381,18,276,20
424.0,281.0519563121409,1,877,12,486,10,756,17,48,25
424.0,281.0519563121409,2,262,14,486,11,435,11,1015,21
426.0,281.37682788103433,0,579,13,486,8,297,18,16,19
426.0,281.37682788103433,1,703,11,626,9,895,19,276,23
426.0,281.37682788103433,2,200,11,486,7,906,15,666,16
428.0,281.7020749731501,0,652,15,486,12,435,20,166,24
428.0,281.7020749731501,1,446,17,626,12,474,20,166,29
428.0,281.7020749731501,2,579,11,486,10,435,19,166,27
430.0,282.02769802256034,0,652,13,486,9,756,18,166,26
430.0,282.02769802256034,1,579,14,486,12,756,19,190,27
430.0,282.02769802256034,2,579,15,486,14,435,24,280,27
432.0,282.35369746383896,0,446,16,486,11,435,19,166,21
432.0,282.35369746383896,1,446,13,486,12,756,16,706,26
432.0,282.35369746383896,2,579,16,486,11,435,16,48,23
434.0,282.680073732062,0,652,13,486,9,435,13,166,24
434.0,282.680073732062,1,546,11,538,8,474,13,59,17
434.0,282.680073732062,2,446,15,486,9,435,19,136,25
436.0,283.0068272628087,0,995,11,538,12,756,18,48,22
436.0,283.0068272628087,1,262,12,626,11,435,16,48,27
436.0,283.0068272628087,2,446,14,486,11,756,24,731,30
438.0,283.33395849216157,0,703,9,634,7,756,10,48,16
438.0,283.33395849216157,1,363,14,486,7,756,15,515,15
438.0,283.33395849216157,2,262,11,626,8,435,12,48,17
440.0,283.6614678567074,0,995,12,486,11,756,17,276,27
440.0,283.6614678567074,1,262,12,626,10,756,16,276,21
440.0,283.6614678567074,2,579,17,486,14,435,20,166,28
442.0,283.98935579353747,0,856,14,486,12,474,24,577,30
442.0,283.98935579353747,1,652,15,486,10,756,15,59,20
442.0,283.98935579353747,2,262,12,626,13,756,14,144,21
444.0,284.3176227402483,0,446,15,486,11,381,24,166,26
444.0,284.3176227402483,1,262,15,486,15,756,23,237,30
444.0,284.3176227402483,2,262,13,486,8,756,16,754,29
446.0,284.6462691349423,0,652,14,626,11,756,16,237,27
446.0,284.6462691349423,1,579,15,486,9,756,20,48,27
446.0,284.6462691349423,2,652,14,486,14,756,20,666,27
448.0,284.97529541622833,0,262,10,634,9,435,9,550,12
448.0,284.97529541622833,1,652,10,626,8,756,10,706,15
448.0,284.97529541622833,2,652,9,486,9,756,8,48,14
450.0,285.30470202322215,0,652,13,626,12,435,14,48,22
450.0,285.30470202322215,1,652,11,486,10,756,17,48,23
450.0,285.30470202322215,2,363,12,626,12,664,23,48,27
452.0,285.63448939554706,0,652,12,626,10,756,16,666,24
452.0,285.63448939554706,1,446,15,538,10,756,19,48,25
452.0,285.63448939554706,2,262,12,626,12,756,16,144,26
454.0,285.96465797333474,0,579,12,486,10,435,16,59,22
454.0,285.96465797333474,1,262,13,626,10,756,17,56,27
454.0,285.96465797333474,2,363,15,626,12,756,16,930,25
456.0,286.2952081972254,0,219,15,486,10,756,20,541,21
456.0,286.2952081972254,1,363,14,486,8,145,21,541,28
456.0,286.2952081972254,2,652,13,486,9,756,14,144,21
458.0,286.6261405083687,0,363,17,626,13,756,25,59,26
458.0,286.6261405083687,1,262,11,626,10,756,19,59,26
458.0,286.6261405083687,2,652,16,626,14,756,21,59,24
460.0,286.9574553484241,0,652,13,486,10,756,20,237,22
460.0,286.9574553484241,1,262,13,486,10,756,18,48,21
460.0,286.9574553484241,2,652,12,274,9,756,15,276,28
462.0,287.2891531595619,0,652,13,538,12,756,17,237,23
462.0,287.2891531595619,1,446,13,486,12,664,23,48,24
462.0,287.2891531595619,2,652,11,486,9,756,18,276,24
464.0,287.6212343844631,0,446,13,634,10,756,19,59,14
464.0,287.6212343844631,1,262,11,626,9,756,17,2,22
464.0,287.6212343844631,2,262,11,486,6,756,14,59,20
466.0,287.95369946632076,0,363,13,486,13,756,23,144,27
466.0,287.95369946632076,1,995,11,486,9,756,21,276,25
466.0,287.95369946632076,2,932,12,626,11,683,15,136,27
468.0,288.2865488488399,0,262,13,626,13,756,21,59,24
468.0,288.2865488488399,1,652,12,626,10,756,20,144,26
468.0,288.2865488488399,2,363,14,486,14,756,24,59,27
470.0,288.61978297623875,0,932,11,626,11,683,15,59,19
470.0,288.61978297623875,1,918,15,486,13,664,25,2,23
470.0,288.61978297623875,2,262,12,626,10,756,19,59,24
472.0,288.95340229324876,0,363,17,486,13,756,24,541,26
472.0,288.95340229324876,1,262,12,626,10,683,16,59,22
472.0,288.95340229324876,2,363,14,626,11,756,23,463,27
474.0,289.2874072451156,0,262,11,626,9,364,11,45,13
474.0,289.2874072451156,1,262,11,486,6,756,13,59,13
474.0,289.2874072451156,2,363,13,274,10,364,14,541,15
476.0,289.6217982775995,0,932,10,626,12,683,16,144,25
476.0,289.6217982775995,1,446,15,626,10,364,22,2,27
476.0,289.6217982775995,2,579,15,626,15,756,21,144,26
478.0,289.9565758369761,0,652,11,626,8,683,11,59,21
478.0,289.9565758369761,1,652,14,486,12,756,17,59,22
478.0,289.9565758369761,2,262,13,626,10,756,13,136,18
480.0,290.29174037003673,0,262,13,626,10,756,21,59,25
480.0,290.29174037003673,1,652,12,626,13,756,17,144,18
480.0,290.29174037003673,2,652,12,626,13,756,17,59,24
482.0,290.6272923240893,0,262,10,634,9,756,14,137,13
482.0,290.6272923240893,1,902,12,538,10,756,12,59,17
482.0,290.6272923240893,2,932,9,626,9,683,11,144,13
484.0,290.96323214695866,0,652,11,626,8,756,17,48,23
484.0,290.96323214695866,1,363,13,538,12,364,24,37,32
484.0,290.96323214695866,2,652,13,626,12,756,22,144,25
486.0,291.2995602869874,0,262,14,634,16,756,16,144,24
486.0,291.2995602869874,1,262,11,626,9,756,14,144,21
486.0,291.2995602869874,2,652,11,626,9,756,18,2,26
488.0,291.6362771930363,0,932,10,486,9,756,14,666,14
488.0,291.6362771930363,1,902,12,626,11,756,12,226,18
488.0,291.6362771930363,2,579,12,538,11,664,18,226,20
490.0,291.973383314485,0,446,14,486,11,756,25,59,25
490.0,291.973383314485,1,579,17,538,12,756,19,59,27
490.0,291.973383314485,2,262,16,486,10,756,21,463,25
492.0,292.31087910123256,0,446,11,626,12,756,19,59,25
492.0,292.31087910123256,1,446,14,538,10,756,18,59,25
492.0,292.31087910123256,2,856,14,486,12,756,18,37,27
494.0,292.64876500369814,0,455,11,626,9,756,19,136,28
494.0,292.64876500369814,1,652,12,538,9,756,18,59,21
494.0,292.64876500369814,2,446,14,626,12,756,21,59,25
496.0,292.9870414728215,0,652,13,626,13,756,16,59,24
496.0,292.9870414728215,1,363,12,486,10,364,21,59,25
496.0,292.9870414728215,2,652,12,486,10,756,19,144,26
498.0,293.32570896006365,0,363,13,626,11,756,21,463,24
498.0,293.32570896006365,1,363,14,486,13,756,19,59,27
498.0,293.32570896006365,2,363,13,626,11,756,21,2,26
500.0,293.6647679174076,0,652,11,486,8,756,15,776,17
500.0,293.6647679174076,1,262,11,626,9,756,14,2,22
500.0,293.6647679174076,2,579,15,486,10,756,18,59,22
502.0,294.0042187973584,0,363,13,486,13,756,20,59,31
502.0,294.0042187973584,1,932,10,486,10,756,17,59,21
502.0,294.0042187973584,2,262,12,626,15,683,17,37,20
504.0,294.34406205294465,0,262,15,538,11,756,18,59,26
504.0,294.34406205294465,1,652,13,626,10,756,12,71,27
504.0,294.34406205294465,2,262,12,486,9,756,14,59,18
506.0,294.6842981377183,0,856,12,486,10,460,19,59,22
506.0,294.6842981377183,1,902,11,626,9,756,12,2,18
506.0,294.6842981377183,2,446,14,626,8,756,16,59,23
508.0,295.0249275057557,0,902,13,626,9,756,17,144,21
508.0,295.0249275057557,1,262,12,626,11,756,16,155,22
508.0,295.0249275057557,2,262,10,486,10,756,15,59,21
510.0,295.365950611658,0,363,14,626,11,756,16,59,22
510.0,295.365950611658,1,932,10,538,12,683,15,59,24
510.0,295.365950611658,2,918,12,486,10,756,19,59,25
512.0,295.7073679105518,0,262,11,538,9,756,18,59,21
512.0,295.7073679105518,1,262,11,538,8,756,17,59,22
512.0,295.7073679105518,2,262,15,626,12,756,18,59,23
514.0,296.04917985809,0,262,11,626,11,683,12,59,24
514.0,296.04917985809,1,902,14,634,14,683,20,59,21
514.0,296.04917985809,2,262,13,538,11,756,16,59,18
516.0,296.39138691045184,0,262,12,538,12,756,19,776,22
516.0,296.39138691045184,1,508,9,626,11,683,12,59,20
516.0,296.39138691045184,2,652,12,626,11,756,12,144,23
518.0,296.7339895243442,0,902,11,626,10,683,16,144,23
518.0,296.7339895243442,1,652,11,626,12,683,12,136,20
518.0,296.7339895243442,2,902,10,626,10,683,15,59,22
520.0,297.07698815700184,0,652,13,626,10,756,17,541,21
520.0,297.07698815700184,1,508,12,626,13,683,15,137,20
520.0,297.07698815700184,2,652,12,626,12,683,19,541,20
522.0,297.4203832661877,0,508,10,626,13,683,14,59,25
522.0,297.4203832661877,1,508,10,538,9,683,10,59,22
522.0,297.4203832661877,2,579,15,626,11,756,22,144,18
524.0,297.7641753101942,0,652,10,634,11,683,14,144,22
524.0,297.7641753101942,1,918,14,626,11,756,18,59,22
524.0,297.7641753101942,2,363,15,626,12,756,17,541,26
526.0,298.10836474784344,0,652,10,626,12,683,14,144,23
526.0,298.10836474784344,1,262,9,626,11,683,9,59,23
526.0,298.10836474784344,2,652,10,538,8,683,10,144,27
528.0,298.4529520384878,0,262,10,538,11,683,12,144,19
528.0,298.4529520384878,1,932,10,626,8,683,13,59,24
528.0,298.4529520384878,2,363,11,538,12,756,18,144,26
530.0,298.79793764201065,0,262,9,626,10,683,11,144,20
530.0,298.79793764201065,1,262,11,626,12,756,16,59,23
530.0,298.79793764201065,2,262,9,626,12,683,12,144,19
532.0,299.14332201882706,0,262,9,626,8,756,15,71,15
532.0,299.14332201882706,1,932,6,626,9,683,16,144,15
532.0,299.14332201882706,2,856,9,626,10,364,14,59,19
534.0,299.48910562988414,0,579,6,538,3,756,7,608,13
534.0,299.48910562988414,1,262,6,538,6,683,10,59,14
534.0,299.48910562988414,2,932,6,626,6,683,11,319,12
536.0,299.83528893666187,0,918,5,486,8,37,9,71,12
536.0,299.83528893666187,1,918,4,486,5,460,5,608,7
536.0,299.83528893666187,2,528,6,538,6,236,5,136,9
538.0,300.1818724011737,0,902,4,634,5,683,5,137,8
538.0,300.1818724011737,1,579,6,626,3,923,7,276,9
538.0,300.1818724011737,2,902,5,274,5,533,9,776,9
540.0,300.528856485967,0,446,7,626,7,683,8,454,13
540.0,300.528856485967,1,262,5,626,10,683,9,877,17
540.0,300.528856485967,2,508,6,626,9,114,13,59,13
542.0,300.87624165412404,0,262,7,634,9,756,11,340,20
542.0,300.87624165412404,1,363,6,626,13,460,19,155,21
542.0,300.87624165412404,2,652,7,626,9,683,11,59,18
544.0,301.22402836926216,0,652,10,626,11,683,13,37,20
544.0,301.22402836926216,1,918,11,538,11,756,16,276,24
544.0,301.22402836926216,2,918,10,538,9,756,20,144,27
546.0,301.57221709553477,0,932,9,538,13,756,12,59,23
546.0,301.57221709553477,1,262,9,626,9,683,14,541,26
546.0,301.57221709553477,2,262,10,634,9,756,15,144,24
548.0,301.9208082976316,0,902,11,626,13,364,16,541,22
548.0,301.9208082976316,1,262,12,626,15,756,19,608,26
548.0,301.9208082976316,2,508,12,538,10,756,11,59,24
550.0,302.2698024407796,0,446,14,626,11,756,20,144,28
550.0,302.2698024407796,1,363,13,626,17,460,23,541,25
550.0,302.2698024407796,2,262,12,538,11,756,19,319,26
552.0,302.61919999074365,0,262,11,626,13,756,17,59,25
552.0,302.61919999074365,1,508,10,274,13,683,12,137,26
552.0,302.61919999074365,2,932,10,538,9,683,16,813,28
