codec,rate_label,sample_rate,seed,theta_cents,f1_nominal,f2_nominal,reference_label,rep,f1_hat_coded,f2_hat_coded,f1_hat_uncoded,f2_hat_uncoded,f1_crosscheck_coded,f2_crosscheck_coded,disagreement_f1_cents,disagreement_f2_cents,octave_flag,interval_coded_cents,interval_uncoded_cents,residual_coded_cents,residual_uncoded_cents,abs_residual_f2_coded_cents,abs_residual_f2_uncoded_cents
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,0,440.17947493348936,439.9497958828762,439.99999890643517,439.9999989203443,440.17947493348936,439.9497958828762,0.0,0.0,0,-0.9035677257643826,5.472708211618874e-08,-0.9035677257643826,5.472708211618874e-08,-0.1975455360500631,-4.248038008234651e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,1,440.0345646252099,440.04223689811425,439.99999890817907,439.99999891358925,440.0345646252099,440.04223689811425,0.0,0.0,0,0.03018486582778175,2.1287153528899714e-08,0.03018486582778175,2.1287153528899714e-08,0.16617828811557633,-4.274616581728104e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,2,439.9017810005489,439.9952733127347,439.99999891806067,439.9999989143099,439.9017810005489,439.9952733127347,0.0,0.0,0,0.36790002648069436,-1.4757737423427693e-08,0.36790002648069436,-1.4757737423427693e-08,-0.01859783155933399,-4.271780972648458e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,3,440.0651862358362,439.9771068549776,439.9999989132737,439.9999989089345,440.0651862358362,439.9771068549776,0.0,0.0,0,-0.3465424897632046,-1.7073045963346246e-08,-0.3465424897632046,-1.7073045963346246e-08,-0.09007823465682674,-4.292931275849563e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,4,440.15239710303837,440.0206526601777,439.9999989199129,439.9999989139952,440.15239710303837,440.0206526601777,0.0,0.0,0,-0.5182627825753746,-2.3283785200484923e-08,-0.5182627825753746,-2.3283785200484923e-08,0.08125852138105993,-4.273019161063769e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,442.5489,442.5489,442.5Hz_+10.0c,0,442.2242702136414,442.20255304035595,442.54889767669243,442.5488976862487,442.2242702136414,442.20255304035595,0.0,0.0,0,-0.0850211885488866,3.738398729911646e-08,-0.0850211885488866,3.738398729911646e-08,-1.355426267783072,-9.05130493113519e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,442.5489,442.5489,442.5Hz_+10.0c,1,442.42646524403625,442.2040447936605,442.54889768516654,442.54889768237143,442.42646524403625,442.2040447936605,0.0,0.0,0,-0.8705597662392475,-1.0934383822566143e-08,-0.8705597662392475,-1.0934383822566143e-08,-1.3495860261567694,-9.066472643161878e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,442.5489,442.5489,442.5Hz_+10.0c,2,442.313614632914,442.2956360386687,442.5488976830201,442.54889769041193,442.313614632914,442.2956360386687,0.0,0.0,0,-0.07037040250799832,2.891656222733485e-08,-0.07037040250799832,2.891656222733485e-08,-0.991042352354118,-9.035018582567662e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,442.5489,442.5489,442.5Hz_+10.0c,3,442.2937381025372,442.10446798840815,442.5488976852228,442.54889768177344,442.2937381025372,442.10446798840815,0.0,0.0,0,-0.7410030205776629,-1.3493793462072164e-08,-0.7410030205776629,-1.3493793462072164e-08,-1.7394742924958384,-9.068811977412807e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,442.5489,442.5489,442.5Hz_+10.0c,4,442.02621292901074,442.2588862671776,442.5488976859962,442.54889768073957,442.02621292901074,442.2588862671776,0.0,0.0,0,0.9110455779623513,-2.0563883893121383e-08,0.9110455779623513,-2.0563883893121383e-08,-1.134894323336196,-9.072856367463596e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,445.1126,445.1126,445.1Hz_+20.0c,0,444.3973926666255,444.41059555984356,445.11259765178704,445.1125976475174,444.3973926666255,444.41059555984356,0.0,0.0,0,0.051433602284942634,-1.6606370790265953e-08,0.051433602284942634,-1.6606370790265953e-08,-2.7325521083079427,-9.1498149095795e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,445.1126,445.1126,445.1Hz_+20.0c,1,444.65097685125346,444.53036151242287,445.1125976521597,445.11259766321695,444.65097685125346,444.53036151242287,0.0,0.0,0,-0.4696755851584603,4.300638522436155e-08,-0.4696755851584603,4.300638522436155e-08,-2.266057917373909,-9.088752730886857e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,445.1126,445.1126,445.1Hz_+20.0c,2,444.6203005789164,444.5143185418285,445.11259765218745,445.11259766348206,444.6203005789164,444.5143185418285,0.0,0.0,0,-0.4127152584529517,4.392974087979798e-08,-0.4127152584529517,4.392974087979798e-08,-2.3285387747868453,-9.087721547889865e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,445.1126,445.1126,445.1Hz_+20.0c,3,444.5499184211501,444.6056947035572,445.1125976500307,445.1125976485616,444.5499184211501,444.6056947035572,0.0,0.0,0,0.2171988748311742,-5.714079991924251e-09,0.2171988748311742,-5.714079991924251e-09,-1.9726958724608883,-9.145753797642095e-06
encodec_ft_encodec_ftm_grid_s2,3.0kbps,24000,20260826,0.0,445.1126,445.1126,445.1Hz_+20.0c,4,444.47178888474053,444.7746627050571,445.11259765135327,445.1125976546643,444.47178888474053,444.7746627050571,0.0,0.0,0,1.179302969702359,1.2877774545288073e-08,1.179302969702359,1.2877774545288073e-08,-1.314882466796866,-9.122017752562727e-06
