codec,rate_label,sample_rate,seed,theta_cents,f1_nominal,f2_nominal,reference_label,rep,f1_hat_coded,f2_hat_coded,f1_hat_uncoded,f2_hat_uncoded,f1_crosscheck_coded,f2_crosscheck_coded,disagreement_f1_cents,disagreement_f2_cents,octave_flag,interval_coded_cents,interval_uncoded_cents,residual_coded_cents,residual_uncoded_cents,abs_residual_f2_coded_cents,abs_residual_f2_uncoded_cents
mimi,Q8,24000,20260826,0.0,220.0,220.0,220Hz_ongrid,0,219.5027545173939,219.58110063720878,220.0000009415277,220.00000094930158,219.5027545173939,109.81959083670431,0.0,1199.5421346777005,0,0.6178112453141108,6.117442643461098e-08,0.6178112453141108,6.117442643461098e-08,-3.299564328271691,7.470287440445793e-06
mimi,Q8,24000,20260826,0.0,220.0,220.0,220Hz_ongrid,1,219.68881832069474,219.8654088884804,220.00000095285736,220.00000093404702,219.68881832069474,219.8654088884804,0.0,0.0,0,1.3910439314103462,-1.4802309900371682e-07,1.3910439314103462,-1.4802309900371682e-07,-1.0594546310204058,7.350245439582157e-06
mimi,Q8,24000,20260826,0.0,220.0,220.0,220Hz_ongrid,2,219.8988926835381,219.94657830857082,220.00000093426038,220.0000009512554,219.8988926835381,219.94657830857082,0.0,0.0,0,0.3753817350666149,1.3373780290964094e-07,0.3753817350666149,1.3373780290964094e-07,-0.42043946322319525,7.485662349952971e-06
mimi,Q8,24000,20260826,0.0,220.0,220.0,220Hz_ongrid,3,220.10002922796625,219.3557947909615,220.000000948024,220.00000093736406,220.10002922796625,219.3557947909615,0.0,0.0,0,-5.86382138632375,-8.388563118476058e-08,-5.86382138632375,-8.388563118476058e-08,-5.076845713348409,7.376348111857763e-06
mimi,Q8,24000,20260826,0.0,226.4,226.4,226.4Hz_+49.6c,0,226.54042385382007,226.374417411951,226.4000035450309,226.40000335414413,113.26853568696204,113.18436421798653,1200.0256200204424,1200.0435078874552,0,-1.2690951640927028,-1.4596717196304068e-06,-1.2690951640927028,-1.4596717196304068e-06,-0.19563582144942013,2.5648447332869764e-05
mimi,Q8,24000,20260826,0.0,226.4,226.4,226.4Hz_+49.6c,1,226.3203740415748,226.35915563573084,226.40000342669546,226.40000335359736,226.3203740415748,226.35915563573084,0.0,0.0,0,0.2966337642530894,-5.589661470150224e-07,0.2966337642530894,-5.589661470150224e-07,-0.31235659598226734,2.5644266092521868e-05
mimi,Q8,24000,20260826,0.0,226.4,226.4,226.4Hz_+49.6c,2,226.37272316720507,226.4259342600897,226.40000353488222,226.40000352080105,226.37272316720507,226.42851512496082,0.0,-0.019732967831423243,0,0.4068954476914226,-1.0767568591106803e-07,0.4068954476914226,-1.0767568591106803e-07,0.1983025739331392,2.6922838417516966e-05
mimi,Q8,24000,20260826,0.0,226.4,226.4,226.4Hz_+49.6c,3,226.40705333003368,226.24695143080527,226.40000343863628,226.40000361366464,113.20472027485692,226.24640240821907,1199.981746088984,0.004201107427732054,0,-1.2246610784728174,1.3384055597160729e-06,-1.2246610784728174,1.3384055597160729e-06,-1.1707265603383634,2.763294695677426e-05
mimi,Q8,24000,20260826,5.0,220.0,220.63630333126076,220Hz_ongrid,0,219.828558137069,220.55665217719306,220.00000091715776,220.6363010186206,219.828558137069,220.55665217719306,0.0,0.0,0,5.72454438598901,4.9999746364107605,0.7245443859890104,-2.5363589239546513e-05,-0.6250996972908621,-1.8146249612694326e-05
mimi,Q8,24000,20260826,5.0,220.0,220.63630333126076,220Hz_ongrid,1,219.95159673487032,220.60176051678113,220.0000009475864,220.6363010452354,219.95159673487032,220.60176051678113,0.0,0.0,0,5.109875911033774,4.9999746057948515,0.10987591103377436,-2.5394205148465687e-05,-0.27106318153228015,-1.793741516144485e-05
