codec,rate_label,sample_rate,seed,theta_cents,f1_nominal,f2_nominal,reference_label,rep,f1_hat_coded,f2_hat_coded,f1_hat_uncoded,f2_hat_uncoded,f1_crosscheck_coded,f2_crosscheck_coded,disagreement_f1_cents,disagreement_f2_cents,octave_flag,interval_coded_cents,interval_uncoded_cents,residual_coded_cents,residual_uncoded_cents,abs_residual_f2_coded_cents,abs_residual_f2_uncoded_cents
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,455.5166,895.3821949185954,455.5Hz_+60.0c,2,455.3324621692075,892.6874948597143,455.51659861035694,895.3821933710415,455.3324621692075,892.6874948597143,0.0,0.0,0,1165.481878359142,1170.000002289253,-4.5181216408579985,2.289252961418242e-06,-5.218096422569688,-2.9922172291232743e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,455.5166,895.3821949185954,455.5Hz_+60.0c,3,455.5541522371667,894.4094098313541,455.51659860990173,895.382193372386,455.5541522371667,893.7735559560776,0.0,1.2312072607412663,0,1167.975368928442,1170.0000022935828,-2.0246310715579057,2.2935828383197077e-06,-1.881916114505778,-2.989617456305347e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,455.5166,895.3821949185954,455.5Hz_+60.0c,4,455.2680550456195,894.298645454555,455.51659861008494,895.3821933718249,455.2680550456195,893.5405617171399,0.0,1.4681638613221788,0,1168.8485496770413,1170.0000022918014,-1.1514503229586808,2.29180136557261e-06,-2.096326800717745,-2.990702456864063e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,458.1553,900.5689323453581,458.2Hz_+70.0c,0,458.72805827384593,898.4492733049614,458.1553019767093,900.5689336475714,458.72805827384593,898.4492733049614,0.0,0.0,0,1163.7574775644193,1169.9999950339434,-6.242522435580668,-4.966056621924508e-06,-4.079589177825793,2.503346342297735e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,458.1553,900.5689323453581,458.2Hz_+70.0c,1,458.32947386935444,897.7774719878544,458.15530197618443,900.5689336449267,458.32947386935444,300.1507757883908,0.0,1896.8045978160774,0,1163.967396845877,1169.9999950308427,-6.0326031541230805,-4.969157316736528e-06,-5.3745764300318575,2.498262120032345e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,458.1553,900.5689323453581,458.2Hz_+70.0c,2,458.1677758906435,896.7498143768265,458.15530197517336,900.5689336452733,458.07020899217173,896.7498143768265,0.36870581687623905,0.0,0,1162.5954573193396,1169.99999503533,-7.40454268066037,-4.9646700972516555e-06,-7.357400603277337,2.4989286890182964e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,458.1553,900.5689323453581,458.2Hz_+70.0c,3,458.7626669606211,898.1016737929962,458.1553019581341,900.568933647814,458.7626669606211,300.15778839635027,0.0,1897.3892138511098,0,1162.9569459337342,1169.9999951046002,-7.043054066265768,-4.895399797533173e-06,-4.749512977130625,2.503812633058956e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,458.1553,900.5689323453581,458.2Hz_+70.0c,4,459.32806536446174,899.4000168188724,458.15530196679697,900.5689336466045,459.24436249694554,899.4000168188724,0.3155096979931196,0.0,0,1163.3255696980311,1169.9999950695405,-6.674430301968869,-4.930459454044467e-06,-2.248557282453264,2.5014877142429085e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,460.8094,905.785940646556,460.8Hz_+80.0c,0,461.7950112740548,901.8545731167935,460.80939901219415,905.7859387845541,461.7950112740548,901.0188368741524,0.0,1.6050546143923623,0,1158.7706702685075,1170.0000001522737,-11.229329731492498,1.522737420600606e-07,-7.530399995084455,-3.5588552632541386e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,460.8094,905.785940646556,460.8Hz_+80.0c,1,462.07740486415827,905.4256471674785,460.80939900535145,905.7859387850203,230.67059450797888,605.6170427304631,1202.7605296717431,696.2284417808472,0,1164.553953873982,1170.0000001788724,-5.446046126018018,1.7887236936076079e-07,-0.6887680611806144,-3.557964198136006e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,460.8094,905.785940646556,460.8Hz_+80.0c,2,461.9442539649358,904.4987594094877,460.8093989993603,905.7859387839727,461.9442539649358,604.1725807725077,0.0,698.5893750093774,0,1163.2797144081703,1170.0000001993783,-6.720285591829679,1.993782916542841e-07,-2.4619468533395925,-3.559966595979127e-06
encodec_swap_encodec_24khz|encodec_ftm_grid_s0,3.0kbps,24000,20260826,1170.0,460.8094,905.785940646556,460.8Hz_+80.0c,3,461.5277681861444,903.5695790915337,460.80939899704975,905.7859387844784,461.5277681861444,902.946602150534,0.0,1.1940318564473074,0,1163.0618979192611,1170.0000002090255,-6.938102080738872,2.09025529329665e-07,-4.241336173448797,-3.558999994063879e-06
