codec,rate_label,sample_rate,seed,theta_cents,f1_nominal,f2_nominal,reference_label,rep,f1_hat_coded,f2_hat_coded,f1_hat_uncoded,f2_hat_uncoded,f1_crosscheck_coded,f2_crosscheck_coded,disagreement_f1_cents,disagreement_f2_cents,octave_flag,interval_coded_cents,interval_uncoded_cents,residual_coded_cents,residual_uncoded_cents,abs_residual_f2_coded_cents,abs_residual_f2_uncoded_cents
encodec_shuffled,3.0kbps-random-cb,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,0,75.0035797269861,74.68312033128505,439.99999890643517,439.9999989203443,149.6632854941078,149.62741933769465,-1196.026791568911,-1203.0245559740113,1,-7.4126968469465835,5.472708211618874e-08,-7.4126968469465835,5.472708211618874e-08,-3070.379295183471,-4.248038008234651e-06
encodec_shuffled,3.0kbps-random-cb,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,1,74.61919413116247,74.99019198587592,439.99999890817907,439.99999891358925,149.49944751033732,149.99965481927023,-1203.0257618547705,-1200.2224304494296,1,8.586164964862508,2.1287153528899714e-08,8.586164964862508,2.1287153528899714e-08,-3063.2756420127644,-4.274616581728104e-06
encodec_shuffled,3.0kbps-random-cb,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,2,74.60747443973216,74.994427433139,439.99999891806067,439.9999989143099,149.53250201692563,149.9983631560364,-1203.6804264562704,-1200.109745175759,1,8.955871324357974,-1.4757737423427693e-08,8.955871324357974,-1.4757737423427693e-08,-3063.1778646467224,-4.271780972648458e-06
encodec_shuffled,3.0kbps-random-cb,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,3,74.70465876679738,74.85427801995715,439.9999989132737,439.9999989089345,149.4349164927803,74.85427801995715,-1200.2965945788812,0.0,1,3.463865649796005,-1.7073045963346246e-08,3.463865649796005,-1.7073045963346246e-08,-3066.416217705157,-4.292931275849563e-06
encodec_shuffled,3.0kbps-random-cb,24000,20260826,0.0,440.0,440.0,440Hz_ongrid,4,75.16223931933936,75.10521654551597,439.9999989199129,439.9999989139952,149.80218242712263,149.99863983389082,-1193.9744246996524,-1197.5572772975588,1,-1.313920859120169,-2.3283785200484923e-08,-1.313920859120169,-2.3283785200484923e-08,-3060.6222034424727,-4.273019161063769e-06
encodec_shuffled,3.0kbps-random-cb,24000,20260826,0.0,452.8929,452.8929,452.9Hz_+50c,0,75.44539343651523,75.53312539532611,452.8929010465134,452.8929010391853,150.05530310760338,75.53312539532611,-1190.3875032354047,0.0,1,2.0120024034575783,-2.8012427131366254e-08,2.0120024034575783,-2.8012427131366254e-08,-3100.7862403784243,3.972402496508183e-06
encodec_shuffled,3.0kbps-random-cb,24000,20260826,0.0,452.8929,452.8929,452.9Hz_+50c,1,75.17032959170983,75.08181946828492,452.8929010416567,452.8929010401568,149.97276334941506,149.991672028977,-1195.7583373558375,-1198.0162603329977,1,-2.0396614363705465,-5.733684962127663e-09,-2.0396614363705465,-5.733684962127663e-09,-3111.161286845694,3.9761162929140605e-06
encodec_shuffled,3.0kbps-random-cb,24000,20260826,0.0,452.8929,452.8929,452.9Hz_+50c,2,75.08570739030101,75.4103854604118,452.8929010469178,452.8929010376845,149.94832605437261,75.4103854604118,-1197.4262348163372,0.0,1,7.469889634599863,-3.529528915086247e-08,7.469889634599863,-3.529528915086247e-08,-3103.6017519580005,3.966665928475366e-06
encodec_shuffled,3.0kbps-random-cb,24000,20260826,0.0,452.8929,452.8929,452.9Hz_+50c,3,75.09625869896041,74.95657854606303,452.89290104897003,452.8929010538118,149.55055687961357,149.94350407151984,-1192.5844117706556,-1200.3504189234172,1,-3.2231194152945477,1.8508245105402287e-08,-3.2231194152945477,1.8508245105402287e-08,-3114.0514989795824,4.028313949343033e-06
encodec_shuffled,3.0kbps-random-cb,24000,20260826,0.0,452.8929,452.8929,452.9Hz_+50c,4,74.8125326267925,75.0582241439059,452.8929010417582,452.89290105219743,149.9395435729755,149.98086074100988,-1203.6348470959429,-1198.4356154716286,1,5.676222769536551,3.990534023168282e-08,5.676222769536551,3.990534023168282e-08,-3111.7054325421686,4.022142996677492e-06
