lang,group,file,char_level,wer_original,wer_coded,delta,relative
de_de,control,10004059102127011984.wav,0,0.0,0.2222222222222222,0.2222222222222222,nan
de_de,control,10009182821551087671.wav,0,0.0,0.0,0.0,nan
de_de,control,10014044777125235464.wav,0,0.043478260869565216,0.17391304347826086,0.13043478260869565,3.0
de_de,control,10030056357041867775.wav,0,0.0,0.0,0.0,nan
de_de,control,10058186628567796965.wav,0,0.047619047619047616,0.0,-0.047619047619047616,-1.0
de_de,control,10058299886985225661.wav,0,0.0,0.1875,0.1875,nan
de_de,control,10095057775426831514.wav,0,0.058823529411764705,0.058823529411764705,0.0,0.0
de_de,control,10159541282515887574.wav,0,0.0,0.05555555555555555,0.05555555555555555,nan
de_de,control,10166547362714956625.wav,0,0.05263157894736842,0.05263157894736842,0.0,0.0
de_de,control,10171859810965764480.wav,0,0.13636363636363635,0.13636363636363635,0.0,0.0
de_de,control,10229344228128634115.wav,0,0.058823529411764705,0.058823529411764705,0.0,0.0
de_de,control,10240730312646485406.wav,0,0.0,0.0,0.0,nan
de_de,control,10243976286554101786.wav,0,0.0,0.0,0.0,nan
de_de,control,10271188615398617841.wav,0,0.0,0.03333333333333333,0.03333333333333333,nan
de_de,control,10287357790080034783.wav,0,0.0,0.1935483870967742,0.1935483870967742,nan
de_de,control,10308608197319017935.wav,0,0.0,0.0,0.0,nan
de_de,control,10320843719886214788.wav,0,0.0,0.0,0.0,nan
de_de,control,10342213717361642954.wav,0,0.0,0.0,0.0,nan
de_de,control,10347138311808731867.wav,0,0.0,0.05263157894736842,0.05263157894736842,nan
de_de,control,103625751236710165.wav,0,0.35714285714285715,0.42857142857142855,0.0714285714285714,0.1999999999999999
de_de,control,10365333717345563614.wav,0,0.0,0.0,0.0,nan
de_de,control,10371526464884803925.wav,0,0.16666666666666666,0.4166666666666667,0.25,1.5
de_de,control,10376367261184486277.wav,0,0.21818181818181817,0.2727272727272727,0.054545454545454536,0.24999999999999997
de_de,control,10389623687459114198.wav,0,0.06666666666666667,0.06666666666666667,0.0,0.0
de_de,control,10394143367436767913.wav,0,0.0,0.25,0.25,nan
es_419,control,1001146817223348054.wav,0,0.034482758620689655,0.034482758620689655,0.0,0.0
es_419,control,10050510856477907332.wav,0,0.0,0.0196078431372549,0.0196078431372549,nan
es_419,control,1008205615316519958.wav,0,0.0,0.0,0.0,nan
es_419,control,10084850086754329587.wav,0,0.0,0.0,0.0,nan
es_419,control,10107325335956726764.wav,0,0.07142857142857142,0.07142857142857142,0.0,0.0
es_419,control,1013662909103347734.wav,0,0.0,0.13043478260869565,0.13043478260869565,nan
es_419,control,10149016836336603986.wav,0,0.0,0.1111111111111111,0.1111111111111111,nan
es_419,control,10150624747569080019.wav,0,0.041666666666666664,0.08333333333333333,0.041666666666666664,1.0
es_419,control,10155332265364188477.wav,0,0.0,0.0,0.0,nan
es_419,control,10192388533260519980.wav,0,0.03333333333333333,0.06666666666666667,0.03333333333333333,1.0
es_419,control,10206659851013694932.wav,0,0.041666666666666664,0.041666666666666664,0.0,0.0
es_419,control,10234623649795772963.wav,0,0.0,0.03125,0.03125,nan
es_419,control,10236991702517253859.wav,0,0.0,0.0,0.0,nan
es_419,control,10259154172012782402.wav,0,0.043478260869565216,0.043478260869565216,0.0,0.0
es_419,control,10286137499198568147.wav,0,0.08,0.24,0.15999999999999998,1.9999999999999996
es_419,control,10292824205703786391.wav,0,0.0,0.0,0.0,nan
es_419,control,10312331453126623791.wav,0,0.0,0.047619047619047616,0.047619047619047616,nan
es_419,control,10315904723874737458.wav,0,0.0,0.0,0.0,nan
es_419,control,10326364514449199568.wav,0,0.0,0.0,0.0,nan
es_419,control,10333693975325005728.wav,0,0.0,0.0,0.0,nan
es_419,control,10354312288366679631.wav,0,0.0,0.0,0.0,nan
es_419,control,10366594263663833763.wav,0,0.0,0.0,0.0,nan
es_419,control,10390556751893819479.wav,0,0.0,0.0,0.0,nan
es_419,control,10392071693484834973.wav,0,0.0,0.0,0.0,nan
es_419,control,10449947816395303585.wav,0,0.0,0.0,0.0,nan
it_it,control,10000151032537989529.wav,0,0.0,0.125,0.125,nan
it_it,control,10011138801715101183.wav,0,0.0,0.0,0.0,nan
it_it,control,10017896147709177739.wav,0,0.041666666666666664,0.041666666666666664,0.0,0.0
it_it,control,10037759924455051213.wav,0,0.0,0.0,0.0,nan
it_it,control,1006729518827641482.wav,0,0.0,0.0,0.0,nan
it_it,control,10127750728509182272.wav,0,0.0,0.0,0.0,nan
it_it,control,10159398106668856572.wav,0,0.16666666666666666,0.20833333333333334,0.041666666666666685,0.2500000000000001
it_it,control,10163392299961827450.wav,0,0.03333333333333333,0.03333333333333333,0.0,0.0
it_it,control,10166843301601278560.wav,0,0.043478260869565216,0.043478260869565216,0.0,0.0
it_it,control,10168148107941542925.wav,0,0.0,0.0,0.0,nan
it_it,control,10173541521390065753.wav,0,0.1111111111111111,0.1111111111111111,0.0,0.0
it_it,control,10210638754804006465.wav,0,0.0,0.0,0.0,nan
it_it,control,1021451608744266497.wav,0,0.05714285714285714,0.05714285714285714,0.0,0.0
it_it,control,10225734229056439938.wav,0,0.0,0.0,0.0,nan
