lang,group,file,char_level,wer_original,wer_coded,delta,relative
it_it,control,1024005671072986451.wav,0,0.0,0.0,0.0,nan
it_it,control,10275928643200034491.wav,0,0.0,0.0,0.0,nan
it_it,control,10294884782884582016.wav,0,0.07142857142857142,0.14285714285714285,0.07142857142857142,1.0
it_it,control,10324513969638088871.wav,0,0.0,0.0,0.0,nan
it_it,control,10331901392264121024.wav,0,0.05555555555555555,0.027777777777777776,-0.027777777777777776,-0.5
it_it,control,10363722267618555781.wav,0,0.0,0.0,0.0,nan
it_it,control,1040642958705021773.wav,0,0.0,0.0,0.0,nan
it_it,control,10421376619578532077.wav,0,0.0,0.1,0.1,nan
it_it,control,10434945468030652443.wav,0,0.0,0.0,0.0,nan
it_it,control,10437794928490533393.wav,0,0.0625,0.125,0.0625,1.0
it_it,control,10479866160281873942.wav,0,0.03333333333333333,0.03333333333333333,0.0,0.0
pt_br,control,10008174856218516817.wav,0,0.0,0.0,0.0,nan
pt_br,control,10047022047800689031.wav,0,0.041666666666666664,0.041666666666666664,0.0,0.0
pt_br,control,10083615766068544069.wav,0,0.13333333333333333,0.3333333333333333,0.19999999999999998,1.5
pt_br,control,10103427908302527934.wav,0,0.11764705882352941,0.11764705882352941,0.0,0.0
pt_br,control,10116774789336634117.wav,0,0.030303030303030304,0.030303030303030304,0.0,0.0
pt_br,control,10123292114373653004.wav,0,0.030303030303030304,0.06060606060606061,0.030303030303030304,1.0
pt_br,control,10124265429093233069.wav,0,0.0,0.0,0.0,nan
pt_br,control,101298017130488094.wav,0,0.0,0.0,0.0,nan
pt_br,control,10134749222604455839.wav,0,0.09375,0.03125,-0.0625,-0.6666666666666666
pt_br,control,10181435093488396236.wav,0,0.05,0.1,0.05,1.0
pt_br,control,10182869931433112315.wav,0,0.0,0.0,0.0,nan
pt_br,control,10250542229422804450.wav,0,0.0,0.0,0.0,nan
pt_br,control,10330760965710671860.wav,0,0.02857142857142857,0.08571428571428572,0.05714285714285715,2.0000000000000004
pt_br,control,10336892012774138351.wav,0,0.02857142857142857,0.02857142857142857,0.0,0.0
pt_br,control,10396608688977778715.wav,0,0.0,0.0,0.0,nan
pt_br,control,10447088554932977161.wav,0,0.0,0.0,0.0,nan
pt_br,control,10481332407254391001.wav,0,0.03571428571428571,0.03571428571428571,0.0,0.0
pt_br,control,10505166955967423279.wav,0,0.09259259259259259,0.12962962962962962,0.037037037037037035,0.4
pt_br,control,10556936069191551163.wav,0,0.0,0.0,0.0,nan
pt_br,control,10559649525180085600.wav,0,0.038461538461538464,0.038461538461538464,0.0,0.0
pt_br,control,10563386743453394183.wav,0,0.08333333333333333,0.08333333333333333,0.0,0.0
pt_br,control,10572113470910404412.wav,0,0.0,0.0,0.0,nan
pt_br,control,10574848004314450267.wav,0,0.0,0.0,0.0,nan
pt_br,control,10605163429114699143.wav,0,0.0,0.0,0.0,nan
pt_br,control,1060610497899453249.wav,0,0.0,0.0,0.0,nan
pl_pl,control,10003602174340488201.wav,0,0.0,0.4,0.4,nan
pl_pl,control,10013271501230525766.wav,0,0.11764705882352941,0.11764705882352941,0.0,0.0
pl_pl,control,10047713455444904767.wav,0,0.2,0.1,-0.1,-0.5
pl_pl,control,1005842427933298975.wav,0,0.06666666666666667,0.06666666666666667,0.0,0.0
pl_pl,control,10106656566031527912.wav,0,0.16666666666666666,0.25,0.08333333333333334,0.5000000000000001
pl_pl,control,10111380715278909641.wav,0,0.0,0.029411764705882353,0.029411764705882353,nan
pl_pl,control,10121623061191828121.wav,0,0.0,0.0,0.0,nan
pl_pl,control,10128140258686156236.wav,0,0.0,0.0,0.0,nan
pl_pl,control,10166331184477401711.wav,0,0.058823529411764705,0.11764705882352941,0.058823529411764705,1.0
pl_pl,control,10221011798711138812.wav,0,0.05263157894736842,0.05263157894736842,0.0,0.0
pl_pl,control,10253277489236542287.wav,0,0.043478260869565216,0.34782608695652173,0.30434782608695654,7.000000000000001
pl_pl,control,10265739980183288112.wav,0,0.0,0.11764705882352941,0.11764705882352941,nan
pl_pl,control,10272446192914218891.wav,0,0.13333333333333333,0.13333333333333333,0.0,0.0
pl_pl,control,10290881139322280989.wav,0,0.16666666666666666,1.3333333333333333,1.1666666666666665,6.999999999999999
pl_pl,control,10367448033604855133.wav,0,0.375,0.375,0.0,0.0
pl_pl,control,10375486148133876372.wav,0,0.0,0.0,0.0,nan
pl_pl,control,10382354866123125555.wav,0,0.0,0.0,0.0,nan
pl_pl,control,10386602351902756285.wav,0,0.0,0.19047619047619047,0.19047619047619047,nan
pl_pl,control,10430896770348053746.wav,0,0.05555555555555555,0.16666666666666666,0.1111111111111111,2.0
pl_pl,control,10458072668248812165.wav,0,0.0,0.0,0.0,nan
pl_pl,control,10469666877435921028.wav,0,0.0,0.0,0.0,nan
pl_pl,control,10489056500256181197.wav,0,0.0,1.5384615384615385,1.5384615384615385,nan
pl_pl,control,10492639571794818767.wav,0,0.1875,0.6875,0.5,2.6666666666666665
pl_pl,control,1051082951598981155.wav,0,0.043478260869565216,0.13043478260869565,0.08695652173913043,2.0
pl_pl,control,10527988966235886370.wav,0,0.0,0.0,0.0,nan
nl_nl,control,10042455874761876908.wav,0,0.13333333333333333,0.4,0.2666666666666667,2.0000000000000004
nl_nl,control,1004717084892689357.wav,0,0.0,0.8571428571428571,0.8571428571428571,nan
nl_nl,control,10152288169439514825.wav,0,0.0,0.20833333333333334,0.20833333333333334,nan
nl_nl,control,1026022596464059538.wav,0,0.047619047619047616,0.42857142857142855,0.38095238095238093,8.0
nl_nl,control,10260784725589620600.wav,0,0.19047619047619047,0.5714285714285714,0.38095238095238093,2.0
nl_nl,control,10361960096461262383.wav,0,0.05263157894736842,0.05263157894736842,0.0,0.0
nl_nl,control,10434531962106328123.wav,0,0.3,0.55,0.25000000000000006,0.8333333333333336
nl_nl,control,1045860544116468662.wav,0,0.0,0.6896551724137931,0.6896551724137931,nan
nl_nl,control,10496387467912730230.wav,0,0.06451612903225806,0.22580645161290322,0.16129032258064516,2.5
nl_nl,control,10542528491918739981.wav,0,0.0625,0.625,0.5625,9.0
nl_nl,control,10583244184799490474.wav,0,0.1,0.2,0.1,1.0
nl_nl,control,10609614574341295486.wav,0,0.16666666666666666,0.4444444444444444,0.2777777777777778,1.6666666666666667
nl_nl,control,10704092226988509877.wav,0,0.0,0.8571428571428571,0.8571428571428571,nan
nl_nl,control,10714560278124907390.wav,0,0.07142857142857142,0.35714285714285715,0.2857142857142857,4.0
nl_nl,control,10766895672322781807.wav,0,0.0,0.21739130434782608,0.21739130434782608,nan
nl_nl,control,10811754204846869974.wav,0,0.0,0.16129032258064516,0.16129032258064516,nan
nl_nl,control,10828791272316886553.wav,0,0.023809523809523808,0.21428571428571427,0.19047619047619047,8.0
nl_nl,control,10835134312111561932.wav,0,0.0,0.3076923076923077,0.3076923076923077,nan
nl_nl,control,10875684499820620842.wav,0,0.13636363636363635,0.45454545454545453,0.3181818181818182,2.3333333333333335
nl_nl,control,10880934543743608188.wav,0,0.047619047619047616,0.5238095238095238,0.4761904761904762,10.000000000000002
nl_nl,control,10930858424682374979.wav,0,0.0,0.47058823529411764,0.47058823529411764,nan
nl_nl,control,10950234578707540002.wav,0,0.0,0.7692307692307693,0.7692307692307693,nan
nl_nl,control,10993291004356673523.wav,0,0.1875,0.375,0.1875,1.0
nl_nl,control,10999321545906420250.wav,0,0.0,0.07692307692307693,0.07692307692307693,nan
nl_nl,control,11071227874224189676.wav,0,0.0,0.30434782608695654,0.30434782608695654,nan
cs_cz,control,10008901044567586183.wav,0,0.13636363636363635,0.18181818181818182,0.04545454545454547,0.3333333333333335
cs_cz,control,1002073590577418943.wav,0,0.13636363636363635,0.22727272727272727,0.09090909090909091,0.6666666666666667
cs_cz,control,10052415980208464164.wav,0,0.125,0.125,0.0,0.0
cs_cz,control,10052420421979224027.wav,0,0.0,0.14285714285714285,0.14285714285714285,nan
cs_cz,control,10054700432466994319.wav,0,0.0,0.12,0.12,nan
cs_cz,control,10153555532427856084.wav,0,0.0,0.08333333333333333,0.08333333333333333,nan
cs_cz,control,10221097231757001300.wav,0,0.14285714285714285,0.42857142857142855,0.2857142857142857,2.0
cs_cz,control,10221738222866324528.wav,0,0.09259259259259259,0.14814814814814814,0.05555555555555555,0.6
cs_cz,control,10228936525227633964.wav,0,0.17647058823529413,0.5294117647058824,0.3529411764705882,1.9999999999999998
cs_cz,control,10265457115990942682.wav,0,0.0,0.06666666666666667,0.06666666666666667,nan
cs_cz,control,10281706950905429853.wav,0,0.07692307692307693,0.07692307692307693,0.0,0.0
cs_cz,control,10319190415986374457.wav,0,0.2631578947368421,0.15789473684210525,-0.10526315789473684,-0.4
cs_cz,control,10353510169897203356.wav,0,0.09090909090909091,0.2727272727272727,0.1818181818181818,1.9999999999999998
cs_cz,control,10396840939149990214.wav,0,0.1111111111111111,0.1111111111111111,0.0,0.0
cs_cz,control,10424601897639740167.wav,0,0.05263157894736842,0.05263157894736842,0.0,0.0
cs_cz,control,10449063628095097600.wav,0,0.2857142857142857,0.47619047619047616,0.19047619047619047,0.6666666666666666
cs_cz,control,10456869065098740617.wav,0,0.1111111111111111,0.2222222222222222,0.1111111111111111,1.0
cs_cz,control,1046454661037945424.wav,0,0.1875,0.5,0.3125,1.6666666666666667
cs_cz,control,10483800940820729736.wav,0,0.06666666666666667,0.16666666666666666,0.09999999999999999,1.5
cs_cz,control,10536307417697686214.wav,0,0.2857142857142857,0.5714285714285714,0.2857142857142857,1.0
cs_cz,control,10541617516173790866.wav,0,0.38461538461538464,0.38461538461538464,0.0,0.0
cs_cz,control,10564659778668780259.wav,0,0.038461538461538464,0.3076923076923077,0.2692307692307693,7.000000000000001
cs_cz,control,10611368826341130240.wav,0,0.18181818181818182,0.22727272727272727,0.04545454545454544,0.24999999999999992
cs_cz,control,10619093676843568367.wav,0,0.0,0.05263157894736842,0.05263157894736842,nan
cs_cz,control,10681429783823013113.wav,0,0.1111111111111111,0.1111111111111111,0.0,0.0
ar_eg,exploratory,10019390257075855641.wav,0,0.1875,0.3125,0.125,0.6666666666666666
ar_eg,exploratory,10035416633083120372.wav,0,0.23333333333333334,0.23333333333333334,0.0,0.0
ar_eg,exploratory,10080665469720750912.wav,0,0.19230769230769232,0.15384615384615385,-0.038461538461538464,-0.2
ar_eg,exploratory,1021284281927612037.wav,0,0.0,0.0,0.0,nan
ar_eg,exploratory,10219273669592698682.wav,0,0.08333333333333333,0.08333333333333333,0.0,0.0
ar_eg,exploratory,10223562251993082117.wav,0,0.0,0.0,0.0,nan
ar_eg,exploratory,10340788584398631536.wav,0,0.4444444444444444,0.5,0.05555555555555558,0.12500000000000006
ar_eg,exploratory,1035166469684084794.wav,0,0.13157894736842105,0.21052631578947367,0.07894736842105263,0.6
ar_eg,exploratory,10361044285640817256.wav,0,0.07692307692307693,0.23076923076923078,0.15384615384615385,2.0
ar_eg,exploratory,10366294495925707527.wav,0,0.5517241379310345,0.5517241379310345,0.0,0.0
ar_eg,exploratory,10372562911047932559.wav,0,0.07407407407407407,0.1111111111111111,0.037037037037037035,0.5
ar_eg,exploratory,10394942145902478734.wav,0,0.13636363636363635,0.18181818181818182,0.04545454545454547,0.3333333333333335
ar_eg,exploratory,10427622000895658817.wav,0,0.047619047619047616,0.0,-0.047619047619047616,-1.0
ar_eg,exploratory,10459237854135592487.wav,0,0.1,0.3,0.19999999999999998,1.9999999999999998
ar_eg,exploratory,10482686991657251883.wav,0,0.125,0.125,0.0,0.0
ar_eg,exploratory,10577380305752320533.wav,0,0.0,0.0,0.0,nan
ar_eg,exploratory,10596565837933488636.wav,0,0.09523809523809523,0.09523809523809523,0.0,0.0
ar_eg,exploratory,10634940561331464457.wav,0,0.07692307692307693,0.3076923076923077,0.23076923076923078,3.0
ar_eg,exploratory,10726395627256131145.wav,0,0.3103448275862069,0.4482758620689655,0.13793103448275862,0.4444444444444444
ar_eg,exploratory,10863341459609935739.wav,0,0.16666666666666666,0.08333333333333333,-0.08333333333333333,-0.5
ar_eg,exploratory,10893642191705398473.wav,0,0.09523809523809523,0.09523809523809523,0.0,0.0
ar_eg,exploratory,10931408018112302309.wav,0,0.4117647058823529,0.17647058823529413,-0.2352941176470588,-0.5714285714285714
ar_eg,exploratory,11139143967292231503.wav,0,0.0,0.0,0.0,nan
ar_eg,exploratory,11186992850652335587.wav,0,0.05263157894736842,0.21052631578947367,0.15789473684210525,3.0
ar_eg,exploratory,11187297241957533844.wav,0,0.0,0.0,0.0,nan
